user_id	screen_name	account_type	political_affiliation	display_name
4842843378	carterforva	Political - Elected Official	Democrat / Left	Lee J. Carter
48459553	KatiePavlich	Political - Other	Republican / Right	Katie Pavlich
4878610324	politvidchannel	Political - Other	Democrat / Left	PoliticsVideoChannel
49023129	cjtruth	Political - Other	Republican / Right	CJTRUTH 6%⭐️⭐️⭐️
4919082864	GovHolcomb	Political - Elected Official	Republican / Right	Governor Eric Holcomb
50317463	MichaelSteele	Political - Elected Official	Republican / Right	Michael Steele
512417432	BruceBourgoine	Political - Other	Democrat / Left	Bruce Bourgoine
518700708	DougBurgum	Political - Elected Official	Republican / Right	Gov. Doug Burgum
52338305	BrandonStraka	Political - Other	Republican / Right	Brandon Straka
52544275	IvankaTrump	Political - Other	Republican / Right	Ivanka Trump
527131496	ToddBohannon	Political - Other	Democrat / Left	Todd B. #DefundThePolice
532562634	JudgeClayJ	Political - Elected Official	Democrat / Left	Clay Jenkins
532690100	jwgop	Political - Other	Republican / Right	John Weaver
536904693	LincolnsBible	Political - Other	Democrat / Left	Lincoln's Bible
545107258	GovPhilScott	Political - Elected Official	Republican / Right	Governor Phil Scott
548384458	JoyceWhiteVance	Political - Other	Democrat / Left	Joyce Alene
55060090	realTuckFrumper	Political - Other	Democrat / Left	#TuckFrump
55948054	matthewamiller	Political - Other	Democrat / Left	Matthew Miller
574795929	meena	Political - Other	Democrat / Left	Meena Harris
580224794	TravisAllen02	Political - Other	Democrat / Left	Travis Allen 🇺🇸
58579942	mattgaetz	Political - Elected Official	Republican / Right	Matt Gaetz
592730371	JackPosobiec	Political - Other	Republican / Right	Illegally Monitored Poso 🎧
594886554	TheLastRefuge2	Political - Other	Republican / Right	TheLastRefuge
601535938	RealMattCouch	Political - Other	Republican / Right	Matt Couch
603025587	GovHowardDean	Political - Elected Official	Democrat / Left	Howard Dean
60688326	GovHerbert	Political - Elected Official	Republican / Right	Gov. Gary Herbert
607332953	WVGovernor	Political - Elected Official	Republican / Right	Governor Jim Justice
617266600	katieporteroc	Political - Elected Official	Democrat / Left	Katie Porter
61851477	mgrant76308	Political - Other	Republican / Right	Mark Grant
626455898	forwardarc	Political - Other	Democrat / Left	Sol
634734888	ParkerMolloy	Political - Other	Democrat / Left	Parker Molloy
6706512	paultenhaken	Political - Elected Official	Republican / Right	Paul TenHaken
68752979	JordanUhl	Political - Other	Democrat / Left	jordan 
69663100	SpencerJCox	Political - Elected Official	Republican / Right	Spencer Cox
701789671	nnavajojohn	Political - Other	Republican / Right	john f. capuziello
704391334128394240	conservmillen	Political - Other	Republican / Right	Allie Beth Stuckey
70468535	LilaGraceRose	Political - Other	Republican / Right	Lila Rose
713839291210792960	TheDemCoalition	Political - Other	Democrat / Left	Democratic Coalition
716432228	_SJPeace_	Political - Other	Democrat / Left	StanceGrounded
722528529716383744	ACTBrigitte	Political - Other	Republican / Right	Brigitte Gabriel
728344273620344832	GovofCO	Political - Elected Official	Democrat / Left	Governor Jared Polis
729676086632656900	TeamTrump	Political - Elected Official	Republican / Right	Team Trump (Text VOTE to 88022)
734768872625188864	AndrewBatesNC	Political - Other	Democrat / Left	Andrew Bates
736989573201301504	KelemenCari	Political - Other	Republican / Right	Cari Kelemen
73754019	harrisonjaime	Political - Elected Official	Democrat / Left	Jaime Harrison
739610364975808513	paulsperry_	Political - Other	Republican / Right	Paul Sperry
739844197935644672	AmoneyResists	Political - Other	Democrat / Left	Andrew Wortman
742004164994048001	Sabrina_McDa	Political - Other	Democrat / Left	Sabrina McDaniel
755057897583804416	ProudSocialist	Political - Other	Democrat / Left	Ryan Knight 🌹
755113	shaunking	Political - Other	Democrat / Left	Shaun King
755677202	NathanLerner	Political - Other	Democrat / Left	Nate Lerner
755835576	AynRandPaulRyan	Political - Other	Democrat / Left	Holly Figueroa O'Reilly
75690416	riccimike	Political - Other	Republican / Right	Mike Ricci
757303975	ChelseaClinton	Political - Other	Democrat / Left	Chelsea Clinton
757703840669904896	IminHisbook	Political - Other	Republican / Right	He is Limitless ✝️
757832485	realLizUSA	Political - Other	Republican / Right	Elizabeth Harrington
760234705618870273	AndreaR9Md	Political - Other	Democrat / Left	Andrea R MD
762389795037294592	TheRightMelissa	Political - Other	Republican / Right	Melissa Tate
7702542	DLoesch	Political - Other	Republican / Right	Dana Loesch
770781940341288960	RudyGiuliani	Political - Elected Official	Republican / Right	Rudy W. Giuliani
771152516	RoKhanna	Political - Elected Official	Republican / Right	Ro Khanna
774445533008191488	middleageriot	Political - Other	Democrat / Left	Middle Age Riot
77764733	marty_walsh	Political - Elected Official	Democrat / Left	Mayor Marty Walsh
780955609394884608	stonecold2050	Political - Other	Democrat / Left	Stone
783792992	IlhanMN	Political - Elected Official	Democrat / Left	Ilhan Omar
784575415457308672	TheRealHoarse	Political - Other	Democrat / Left	The Hoarse Whisperer
785209740	brycetache	Political - Other	Democrat / Left	Bryce Tache
793970466532851713	pushforward40	Political - Other	Republican / Right	Dark to Light
797406769	AlexandraChalup	Political - Other	Democrat / Left	Alexandra Chalupa
798973032362606600	RepValDemings	Political - Elected Official	Democrat / Left	Rep. Val Demings
799047255378391040	slpng_giants	Political - Other	Democrat / Left	Sleeping Giants
800086706678419456	1776Stonewall	Political - Other	Republican / Right	Stonewall Jackson
800111181058838528	OMGno2trump	Political - Other	Democrat / Left	John Oberlin
800704496246484992	swingleft	Political - Other	Democrat / Left	Swing Left
802301495781691392	mqmqqmqm	Political - Other	Democrat / Left	MQ
803017539903029248	Megavolts001	Political - Other	Republican / Right	EMPIntelligenceNet©
803694179079458816	VP	Political - Elected Official	Democrat / Left	Kamala Harris
810943316	Destiny3650	Political - Other	Republican / Right	🌻🩺Destiny, RN, BSN🩺🌻
812135885328236551	RealSaavedra	Political - Other	Republican / Right	Ryan Saavedra
812361923304034304	morethanmySLE	Political - Other	Democrat / Left	Peter Morley
813286	BarackObama	Political - Elected Official	Democrat / Left	Barack Obama
813311743	NumbersMuncher	Political - Other	Democrat / Left	Josh Jordan
813792250497028102	NC_Governor	Political - Elected Official	Democrat / Left	Governor Roy Cooper
816282120767291392	GovChrisSununu	Political - Elected Official	Republican / Right	Chris Sununu
816578053627252740	PatTheBerner	Political - Other	Democrat / Left	Pat the General Striker 🦺🌹
816652616625168388	RepAndyBiggsAZ	Political - Elected Official	Republican / Right	Rep Andy Biggs
818246053468262401	WatchYourRepsSC	Political - Other	Democrat / Left	WacthYourRepsSC
818876014390603776	FLOTUS45	Political - Other	Republican / Right	Melania Trump
818927131883356161	PressSec45	Political - Elected Official	Republican / Right	Kayleigh McEnany
818948638890217473	RepMattGaetz	Political - Elected Official	Republican / Right	Rep. Matt Gaetz
820378690920058880	AmbassadorRice	Political - Elected Official	Democrat / Left	Susan Rice
823367015830323201	Scavino45	Political - Elected Official	Republican / Right	Dan Scavino Jr.🇺🇸
823558302290341888	TranslateThings	Political - Other	Democrat / Left	Translate Trump
825153022653128704	roguesnradvisor	Political - Other	Democrat / Left	Rogue WH Snr Advisor
825518870421180416	RedTRaccoon	Political - Other	Democrat / Left	Ted Corcoran
827934520112472065	BoycottUtah	Political - Other	Democrat / Left	Richard Saunders
829717519	EyesOnQ	Political - Other	Republican / Right	Eyes On Q
834081571493785600	PreetBharara	Political - Other	Democrat / Left	Preet Bharara
835627637049450497	Jordan_Sather_	Political - Other	Republican / Right	Jordan Sather
837471886770585600	WorldServiceMT	Political - Other	Democrat / Left	Mary Tikalsky
839226269627621376	KatieHill4CA	Political - Elected Official	Democrat / Left	Katie Hill
848148994102611969	Angry_Staffer	Political - Other	Democrat / Left	Angry Stagger
850507814023942144	GeorgePapa19	Political - Other	Republican / Right	George Papadopoulos
851211	benwikler	Political - Elected Official	Democrat / Left	Ben wikler
851808935397011456	IAGovernor	Political - Elected Official	Republican / Right	Gov. Kim Reynolds
85583894	QasimRashid	Political - Elected Official	Democrat / Left	Qasim Rashid for Congress
862315394	SteveRustad1	Political - Other	Democrat / Left	Steve Rustad
865210877678686208	GovStitt	Political - Elected Official	Republican / Right	Governor Kevin Stitt
871866650244632578	NebraskaMegan	Political - Elected Official	Democrat / Left	Senator Megan Hunt 😷
874877835382575105	tastefullytayy	Political - Other	Democrat / Left	Taylor ☾
875856268056969216	DC_Draino	Political - Other	Republican / Right	Rogan O'Handley 🇺🇸
878247600096509952	RealCandaceO	Political - Other	Republican / Right	Candace Owens
879147821915615233	duty2warn	Political - Other	Democrat / Left	Duty To Warn 🔉
879548970082721792	rising_serpent	Political - Other	Republican / Right	Rising serpent 🇺🇸
87983041	UROCKlive1	Political - Other	Democrat / Left	Khashoggi's Ghost
880474475829055489	americanshomer	Political - Other	Republican / Right	David, Ph.D.
88426758	SJPFISH	Political - Other	Republican / Right	❌🇺🇸Steve🇺🇸🇺🇸America First🇺🇸🇮🇹MAGA🇺🇸KAG
887704019296276482	JDScholten	Political - Elected Official	Democrat / Left	J.D. Scholten
893316758987128833	TrinityResists	Political - Other	Democrat / Left	Trinity
898533348	LibsInAmerica	Political - Other	Democrat / Left	LiA
90651198	GregAbbott_TX	Political - Elected Official	Republican / Right	Greg Abbott
909222166675169280	MayorGallego	Political - Elected Official	Democrat / Left	Mayor Kate Gallego
917501529480765441	AnthemRespect	Political - Other	Republican / Right	AnthemRespect
91882544	DineshDSouza	Political - Other	Republican / Right	Dinesh D'Souza
930552552302792705	DanCrenshawTX	Political - Elected Official	Republican / Right	Dan Crenshaw
931286316	ScottPresler	Political - Other	Republican / Right	#ThePersistence
932576686675283968	stormypatriot21	Political - Other	Republican / Right	stormypatriotjoe
939091	JoeBiden	Political - Elected Official	Democrat / Left	Joe Biden
942156122	RepSwalwell	Political - Elected Official	Democrat / Left	Rep. Eric Swalwell
948576145548693506	NYCSpeakerCoJo	Political - Elected Official	Democrat / Left	NYC Council Speaker Corey Johnson
948946378939609089	GovMurphy	Political - Elected Official	Democrat / Left	Governor Phil Murphy
951302891708583936	TheRISEofROD	Political - Other	Republican / Right	Machiavelli
958555581198954497	Bill_Maxwell_	Political - Other	Democrat / Left	Bill Maxwell ByeDon2020
960285302899298304	EvanAKilgore	Political - Other	Republican / Right	Evan Kilgore 
963790885937995777	HKrassenstein	Political - Other	Democrat / Left	Mrs. Krassenstein
96675300	mayawiley	Political - Other	Democrat / Left	Maya Wiley
968650362	SenTomCotton	Political - Elected Official	Republican / Right	Tom Cotton
969138694308421632	DesignationSix	Political - Other	Democrat / Left	Secret Agent Number Six
970207298	SenWarren	Political - Elected Official	Democrat / Left	Elizabeth Warren
971051135996964864	stucam7771	Political - Other	Democrat / Left	Stu Cameron
975200486	RepThomasMassie	Political - Elected Official	Democrat / Left	Thomas Massie
976542720	MayorBowser	Political - Elected Official	Democrat / Left	Mayor Muriel Bowser
981691454962749440	MikeEspyMS	Political - Elected Official	Democrat / Left	Mike Espy
983766825610694656	AndrewPollackFL	Political - Other	Republican / Right	Andrew Pollack
98706225	the_real_bnell	Political - Other	Democrat / Left	Daniel Burnell
988573326376427520	SecPompeo	Political - Elected Official	Republican / Right	Secretary Pompeo
988807767031885824	Shem_Infinite	Political - Other	Republican / Right	Shem Horne
991089617603411968	JuliansRum	Political - Other	Republican / Right	Julian's Rum
992056970248183808	mayorcantrell	Political - Elected Official	Democrat / Left	Mayor LaToya Cantrell
1167738667009552384	secretnstrange9	Political - Other	Republican / Right	Secret Stranger UK
1171196331945275392	ColSDM	Political - Other	Republican / Right	COL (R) Stephen Mitchell
1181952938266304512	JodyBelcher7	Political - Other	Republican / Right	Jody Belcher
11866582	LOLGOP	Political - Other	Democrat / Left	The Mysterious LOLGOP
1191764515978911744	SkylerforNY	Political - Other	Democrat / Left	Skyler Johnson
1192549822865297409	GovAndyBeshear	Political - Elected Official	Democrat / Left	Governor Andy Beshear
1209417007	SteveScalise	Political - Elected Official	Republican / Right	Steve Scalise
1216789842	DearAuntCrabby	Political - Other	Democrat / Left	🖕🏻Aunt Crabby calls Bullshit 🖕🏻
124820305	JeffJacksonNC	Political - Elected Official	Democrat / Left	Sen. Jeff Jackson
1249982359	LeaderMcConnell	Political - Elected Official	Republican / Right	Leader McConnell
125453969	neeratanden	Political - Other	Democrat / Left	Neera -Wear a Mask -Tanden
1286161147	KatiePhang	Political - Other	Democrat / Left	Katie Phang
129235890	Lrihendry	Political - Other	Republican / Right	LORI HENDRY
132496568	NewYorkStateAG	Political - Elected Official	Democrat / Left	NY AG James
133028836	AdamSchiff	Political - Elected Official	Democrat / Left	Adam Schiff
1332630685	briebriejoy	Political - Other	Democrat / Left	Briahna Joy Gray
1339835893	HillaryClinton	Political - Elected Official	Democrat / Left	Hillary Clinton
135193670	EmilyVirginOK	Political - Elected Official	Democrat / Left	Emily Virgin
138203134	AOC	Political - Elected Official	Democrat / Left	Alexandria Ocasio-Cortez
1383272101	ASlavitt	Political - Other	Democrat / Left	Andy Slavitt @ 🏡
1398759560	RobertMaguire_	Political - Other	Democrat / Left	Robert Maguire
14247236	funder	Political - Other	Democrat / Left	Scott Dworkin
14344823	SenateGOP	Political - Elected Official	Republican / Right	Senate Republicans
1445111881	AngelWarrior321	Political - Other	Republican / Right	𝒜𝓃𝑔𝑒𝓁⚔️𝒲𝒶𝓇𝓇𝒾𝑜𝓇𝟦𝒯𝓇𝓊𝓂𝓅
1472416992	RobSandIA	Political - Elected Official	Democrat / Left	Rob Sand
148192924	KeeangaYamahtta	Political - Other	Democrat / Left	Keeanga-Yamahtta T.
1483064670	EmilyGorcenski	Political - Other	Democrat / Left	Extremily Gorcenski
148529707	RBReich	Political - Other	Democrat / Left	Robert Reich
14855994	davidsirota	Political - Other	Democrat / Left	David Sirota
149249831	OhNoSheTwitnt	Political - Other	Democrat / Left	The Volatile Mermaid
14982131	CEStephens	Political - Other	Democrat / Left	Christina “MASK UP” Stephens
1500129642	MattWalshBlog	Political - Other	Republican / Right	Matt Walsh
150078976	ChrisMurphyCT	Political - Elected Official	Democrat / Left	Chris Murphy
1507338108	Sifill_LDF	Political - Other	Democrat / Left	Sherrilyn Ifill
151217583	RobynTannehill	Political - Elected Official	Democrat / Left	Robyn Tannehill
15212187	bennyjohnson	Political - Other	Republican / Right	Benny 
15416505	GovMikeHuckabee	Political - Elected Official	Republican / Right	Gov. Mike Huckabee
15418628	mattmfm	Political - Other	Democrat / Left	Matt McDermott
15446551	sfpelosi	Political - Other	Democrat / Left	Christine Pelosi
1546656000	Jali_Cat	Political - Other	Republican / Right	Jali_Cat{⭐️}
15576928	goldengateblond	Political - Other	Democrat / Left	shauna
15669672	PamelaGeller	Political - Other	Republican / Right	Geller Report
15745368	marcorubio	Political - Elected Official	Republican / Right	Marco Rubio
15764644	SpeakerPelosi	Political - Elected Official	Democrat / Left	Nancy Pelosi
15808765	CoryBooker	Political - Elected Official	Democrat / Left	Cory Booker
15907183	cmclymer	Political - Other	Democrat / Left	Charlotte Clymer 🏳️‍🌈
15952856	AriBerman	Political - Other	Democrat / Left	Ari Berman
15976697	michellemalkin	Political - Other	Republican / Right	Michelle Malkin
15976705	Amy_Siskind	Political - Other	Democrat / Left	Amy Siskind 🏳️‍🌈
160010755	JohnWDean	Political - Other	Democrat / Left	John W. Dean
1607352380	DrRJKavanagh	Political - Other	Democrat / Left	Rebecca Kavanagh
16106584	stillgray	Political - Other	Republican / Right	Ian Miles Cheong
16124531	MalcolmOutLoud	Political - Other	Democrat / Left	☆☆☆ AMERICA OUT LOUD🇺🇸
16160352	clairecmc	Political - Elected Official	Democrat / Left	Claire McCaskill
16163639	NolteNC	Political - Other	Republican / Right	Let's Start Our Own MAGA CHAZ!
16193222	guypbenson	Political - Other	Republican / Right	Guy Benson
16335288	henrymcmaster	Political - Elected Official	Republican / Right	Gov. Henry McMaster
1640929196	mmpadellan	Political - Other	Democrat / Left	BrooklynDad_Defiant!
1644734071	MatthewFoldi	Political - Other	Republican / Right	Matthew Foldi
164554364	HawaiiDelilah	Political - Other	Democrat / Left	HawaiiDelilah™
164679813	kenolin1	Political - Other	Democrat / Left	ken olin
16581604	MikeBloomberg	Political - Other	Democrat / Left	Mike Bloomberg
16635277	Acyn	Political - Other	Democrat / Left	Acyn Torabi
166374616	LouisianaGov	Political - Elected Official	Democrat / Left	John Bel Edwards
166751745	RyanAFournier	Political - Other	Republican / Right	Ryan Fournier
16711026	Politics_PR	Political - Other	Democrat / Left	R. Saddler 🌊 Vote Early n Person Or Use BallotBox
16740433	DeAnna4Congress	Political - Other	Republican / Right	DeAnna Lorraine
16789745	JRoche3MR	Political - Other	Democrat / Left	Joe Roche
16950628	wendellpotter	Political - Other	Democrat / Left	Wendell Potter
17060573	ComfortablySmug	Political - Other	Republican / Right	Comfortably Smug
17070113	MayorOfLA	Political - Elected Official	Democrat / Left	MayorOfLA
17143007	MarkLevineNYC	Political - Elected Official	Democrat / Left	Mark D. Levine
171598736	SenBobCasey	Political - Elected Official	Democrat / Left	Senator Bob Casey
17232635	gtbynum	Political - Elected Official	Republican / Right	G.T. Bynum
17494010	SenSchumer	Political - Elected Official	Democrat / Left	Chuck Schumer
175953481	BrandonPresley	Political - Elected Official	Democrat / Left	Brandon Presley
17642747	tonyposnanski	Political - Other	Democrat / Left	Tony Posnanski
17685258	parscale	Political - Other	Republican / Right	Brad Parscale
179732982	TheDailyEdge	Political - Other	Democrat / Left	The Daily Edge
17995040	benshapiro	Political - Other	Republican / Right	Ben Shapiro
18023868	MassGovernor	Political - Elected Official	Republican / Right	Charlie Baker
18089606	KurtSchlichter	Political - Other	Republican / Right	Kurt Schlichter
18166778	Jim_Jordan	Political - Elected Official	Republican / Right	Rep. Jim Jordan
18247062	JudicialWatch	Political - Other	Republican / Right	Judicial Watch
18266688	TomFitton	Political - Other	Republican / Right	Tom Fitton
18382184	AdamParkhomenko	Political - Other	Democrat / Left	Adam Parkhomenko
18464266	peterdaou	Political - Other	Democrat / Left	Peter Daou
18533219	K_JeanPierre	Political - Other	Democrat / Left	Karine Jean-Pierre
18643437	PrisonPlanet	Political - Other	Republican / Right	Paul Joseph Watson
1866938882	Strandjunker	Political - Other	Democrat / Left	Andrea Junker ®
187936720	darhar981	Political - Other	Republican / Right	Sandpiper👑✝️🇮🇱🐈🐕☕️
18820392	GovMikeDeWine	Political - Elected Official	Republican / Right	Governor Mike DeWine
188793260	ninaturner	Political - Elected Official	Democrat / Left	Nina Turner
19091173	scrowder	Political - Other	Republican / Right	Steven Crowded
19291441	GovAbbott	Political - Elected Official	Republican / Right	Gov. Greg Abbott
19668491	GovernorKayIvey	Political - Elected Official	Republican / Right	Governor Kay Ivey
19682187	JulianCastro	Political - Elected Official	Democrat / Left	Julian Castro
19739126	GOPLeader	Political - Elected Official	Republican / Right	Kevin McCarthy
19791281	davidfholt	Political - Elected Official	Republican / Right	Mayor David Holt
19834403	NYCMayor	Political - Elected Official	Democrat / Left	Mayor Bill De Blasio
