"","source","meta_id","user_id","screen_name"
"1707","presidents","pres_biden","1349149096909668363","potus"
"1708","presidents","pres_biden","939091","joebiden"
"1709","presidents","pres_trump","822215679726100480","potus45"
"1710","presidents","pres_trump","25073877","realdonaldtrump"
"1711","presidents","pres_obama","1536791610","potus44"
"1712","presidents","pres_obama","813286","barackobama"
