meta_id	user_id	screen_name	moc_117	moc_116	pundit	covid_elite	president	media	candidate	governor	official	phi	phi_2
MH11722126	1656913327	SaraJacobsCA	1	0	0	0	0	0	0	0	0	-0.7420178661708116	0.7328007643689057
MH11722125	1201953403099893760	RonnyJacksonTX	1	0	0	0	0	0	0	0	0	2.154520006151478	-1.2835839874619754
MH11722125	1341903465610686464	RepRonnyJackson	1	0	0	0	0	0	0	0	0	2.154520006151478	-1.2835839874619754
MH11722124	18189966	hinsonashley	1	0	0	0	0	0	0	0	0	1.1787541302728464	-0.32459743124285506
MH11722124	1340783304304410625	RepAshleyHinson	1	0	0	0	0	0	0	0	0	1.1787541302728464	-0.32459743124285506
MH11722123	898787903609765890	Yvette4congress	1	0	0	0	0	0	0	0	0	1.633689894908935	0.05784258540014751
MH11722123	1344416719260016641	RepHerrell	1	0	0	0	0	0	0	0	0	1.633689894908935	0.05784258540014751
MH11722122	1345787285179162624	RepHarshbarger	1	0	0	0	0	0	0	0	0	1.6823278611222094	0.4937766453800197
MH11722122	1237911282440982528	DHarshbargerTN1	1	0	0	0	0	0	0	0	0	1.6823278611222094	0.4937766453800197
MH11722121	1344356576786866176	RepMTG	1	0	0	0	0	0	0	0	0	2.0410979789132906	-1.526496619831236
MH11722121	826065164504006657	mtgreenee	1	0	0	0	0	0	0	0	0	2.0410979789132906	-1.526496619831236
MH11722120	1345536897838436353	RepBobGood	1	0	0	0	0	0	0	0	0	0.9495824700568106	0.3620029260489152
MH11722120	1191470062340845568	GoodForCongress	1	0	0	0	0	0	0	0	0	0.9495824700568106	0.3620029260489152
MH11722119	1124044084669288450	TonyGonzales4TX	1	0	0	0	0	0	0	0	0	1.7139773782815402	0.3040811433696793
MH11722119	1343627416120532992	RepTonyGonzales	1	0	0	0	0	0	0	0	0	1.7139773782815402	0.3040811433696793
MH11722118	1343679195034103808	RepCarlos	1	0	0	0	0	0	0	0	0	NA	NA
MH11722117	1344349650447433729	RepGarbarino	1	0	0	0	0	0	0	0	0	NA	NA
MH11722116	1343664721384398849	RepFranklin	1	0	0	0	0	0	0	0	0	NA	NA
MH11722115	1169399788539928576	FitzgeraldforWI	1	0	0	0	0	0	0	0	0	1.222078523707497	0.2762708710534236
MH11722114	1344375287484723205	RepFischbach	1	0	0	0	0	0	0	0	0	1.6562135081257499	-0.19728351579609313
MH11722114	1159929043816460288	FischbachMN7	1	0	0	0	0	0	0	0	0	1.6562135081257499	-0.19728351579609313
MH11722113	1345135363761852416	RepFeenstra	1	0	0	0	0	0	0	0	0	1.1769215479054365	0.1878132285041809
MH11722113	23764160	RandyFeenstra	1	0	0	0	0	0	0	0	0	1.1769215479054365	0.1878132285041809
MH11722112	1343258042704527362	RepPatFallon	1	0	0	0	0	0	0	0	0	1.2478634166354545	0.6741391125781706
MH11722112	256157258	FallonForTexas	1	0	0	0	0	0	0	0	0	1.2478634166354545	0.6741391125781706
MH11722111	96015533	ByronDonalds	1	0	0	0	0	0	0	0	0	1.8448822900335176	-0.8352884338668617
MH11722109	1344007696555663360	RepCawthorn	1	0	0	0	0	0	0	0	0	1.9261532960736514	-1.4576451715644327
MH11722109	1207874097251639296	CawthornforNC	1	0	0	0	0	0	0	0	0	1.9261532960736514	-1.4576451715644327
MH11722108	2237925464	CarlForAlabama	1	0	0	0	0	0	0	0	0	1.0426732031000028	2.03955497835705
MH11722108	1341091420439015424	RepJerryCarl	1	0	0	0	0	0	0	0	0	1.0426732031000028	2.03955497835705
MH11722107	1214912699311837184	Kat_Cammack	1	0	0	0	0	0	0	0	0	2.004086141092075	-0.7672165478166088
MH11722107	1344325638983987201	RepKatCammack	1	0	0	0	0	0	0	0	0	2.004086141092075	-0.7672165478166088
MH11722106	1002630999052865536	RepCori	1	0	0	0	0	0	0	0	0	-0.9260617993065146	-0.6101698246555748
MH11722106	4696552878	CoriBush	1	0	0	1	0	0	0	0	0	-0.9260617993065146	-0.6101698246555748
MH11722105	1138076821533155328	JamaalBowmanNY	1	0	0	0	0	0	0	0	0	-0.9218822474595333	-0.43950713882958753
MH11722105	1344389506963808264	RepBowman	1	0	0	0	0	0	0	0	0	-0.9218822474595333	-0.43950713882958753
MH11722104	1343620645452595200	RepBourdeaux	1	0	0	0	0	0	0	0	0	-0.8751696801517668	0.564741337934296
MH11722104	881222783170228224	Carolyn4GA7	1	0	0	0	0	0	0	0	0	-0.8751696801517668	0.564741337934296
MH11722103	1201670995435646976	laurenboebert	1	0	0	1	0	0	0	0	0	2.0298024752621573	-1.532539931457031
MH11722103	1342989756611907584	RepBoebert	1	0	0	0	0	0	0	0	0	2.0298024752621573	-1.532539931457031
MH11722102	32289500	stephaniebice	1	0	0	0	0	0	0	0	0	0.8162744237041385	0.2564953741202127
MH11722102	1344260196227555334	RepBice	1	0	0	0	0	0	0	0	0	0.8162744237041385	0.2564953741202127
MH11722101	1216104257989963776	CliffBentz	1	0	0	0	0	0	0	0	0	0.8971800068122138	0.638596523609102
MH11722101	1345788865911656454	RepBentz	1	0	0	0	0	0	0	0	0	0.8971800068122138	0.638596523609102
MH11722100	4870048156	JakeAuch	1	0	0	0	0	0	0	0	0	-0.6530443803858471	0.45192888434527734
MH11722100	1330278736554582016	RepAuchincloss	1	0	0	0	0	0	0	0	0	-0.6530443803858471	0.45192888434527734
MH11721990	1276232539510919168	RepJacobs	1	0	0	0	0	0	0	0	0	0.5373841594103818	0.14549354210064513
MH11721989	1267841066335682562	RepTiffany	1	0	0	0	0	0	0	0	0	1.377703721497965	0.6012261233844819
MH11721988	1262531473057423361	RepMikeGarcia	1	0	0	0	0	0	0	0	0	1.9380985394068113	-0.9310740024933377
MH11721988	1114694580232904704	ElectMikeGarcia	1	0	0	0	0	0	0	0	0	1.9380985394068113	-0.9310740024933377
MH11721987	1173978070535024642	RepGregMurphy	1	1	0	0	0	0	0	0	0	2.0497215560980844	-0.3332378505977035
MH11721986	1912799826	jdanbishop	1	1	0	0	0	0	0	0	0	1.7200682235922224	0.21296613213400756
MH11721985	1136060761422405633	RepFredKeller	1	1	0	0	0	0	0	0	0	1.8600621006453453	0.38651389493576277
MH11721984	1080854935535800320	RepRonWright	1	1	0	0	0	0	0	0	0	1.522966742114464	1.1700083941881203
MH11721983	1017819745880543238	RepWexton	1	1	0	0	0	0	0	0	0	-0.7029812116115821	1.049922194022073
MH11721983	2212905492	JenniferWexton	1	1	0	0	0	0	0	0	0	-0.7029812116115821	1.049922194022073
MH11721979	1080539438508400642	RepUnderwood	1	1	0	0	0	0	0	0	0	-0.8616550329679786	0.23540694771149315
MH11721979	872156132688711681	LaurenUnderwood	1	1	0	0	0	0	0	0	0	-0.8616550329679786	0.23540694771149315
MH11721978	1080573351914061825	RepDavidTrone	1	1	0	0	0	0	0	0	0	-0.5289561046521155	1.9407972613607887
MH11721977	1079802482640019456	RepLoriTrahan	1	1	0	0	0	0	0	0	0	-0.7101518161332613	1.1599837643318425
MH11721975	1079769536730140672	RepRashida	1	1	0	0	0	0	0	0	0	-0.861266304559419	-0.8466598076032624
MH11721975	435331179	RashidaTlaib	1	1	0	1	0	0	0	0	0	-0.861266304559419	-0.8466598076032624
MH11721974	1079770852302958592	RepTimmons	1	1	0	0	0	0	0	0	0	1.2356282418913145	1.2273081996638342
MH11721973	1075040139351597056	RepVanTaylor	1	1	0	0	0	0	0	0	0	1.1227072630205892	1.09288424520359
