screen_name	user_id	politician	phi	phi_2
cspan	15675138	0	0.5634005635278663	-0.11596662724492172
cubfanbeerguy	892111028	0	NA	NA
cynthialummis	22831059	1	-0.5318815077915321	2.1969976003769927
daggy1	24305174	0	NA	NA
dailycaller	39308549	0	-0.8983748060593041	-0.7664807600834133
dailykos	20818801	0	1.0653634945407857	-0.07173513993911537
dalailama	20609518	0	0.9907545036620232	-0.5736916204084412
danaperino	27311044	0	-0.9083242757662993	-1.1098871467324605
danarohrabacher	19139963	1	-0.5009755422795288	0.9354948758417938
danjoseph78	17971747	0	-1.2086257781485312	-0.8050608379531989
darkmission1	469371578	0	1.0951168786608583	0.3030533545586771
darrellissa	22509548	1	-0.9879534180423821	-0.7738991053927424
davereichert	16102244	0	0.07046574105678702	1.3882421459683858
daveweigel	13524182	0	0.8884128563651329	-0.017201464028420314
davidaxelrod	244655353	0	1.0138611978687904	-0.2649731750721864
davidcorndc	15220768	0	1.0967076327234484	-0.1378777813315503
davidgregory	20608910	0	0.7314141698354265	-0.26445660482488625
davidlimbaugh	179245596	0	-1.3287745856160174	-1.2165432058224814
davidshuster	20480549	0	0.843944671126074	0.04637786272949854
davidvitter	19028248	1	-0.5197117050689948	0.9791445215322843
davidwebbshow	24295482	0	-1.3655195137228706	-1.1157897606060145
dawnriseth	570911869	0	-1.490851975346642	-0.8955024021633085
daxtonbrown	288283415	0	-1.4453416062500126	-0.6423175364430084
dbargen	23195603	0	-1.4061386625307222	-0.8669074360134319
dccc	14676022	0	1.000075450784976	0.03152815733514689
deanstjames	464780665	0	-1.4656106179541935	-0.8160306066631823
demgovs	38477209	0	0.923974825716755	0.21045918706542727
democracynow	16935292	0	1.0931914355237584	-0.1557968447725781
deniseromano	43626022	0	1.1193340019929392	0.3463522568688587
dennisdmz	113758100	0	-1.0660245917299431	-1.2955031858005943
derricktodd	21032998	0	-1.3174400488743057	-0.6492296848139832
desjarlaistn04	235312723	1	-0.5358545210176129	2.355343404542826
diana236	23039411	0	-1.493506936477952	-0.868590389585198
dickmorristweet	49140008	0	-1.169344220859638	-1.1116492242774234
dineshdsouza	91882544	0	-1.2487157245334939	-1.3605630288385613
dloesch	7702542	0	-1.150708438803147	-1.1963789948406685
dmashak	10207502	0	-1.2415634782932754	-0.8128671624449773
donna_west	18220818	0	1.1305966142298434	0.3107470206704772
donnabrazile	60919240	0	1.008983539745796	-0.2052228091320754
dorismatsui	38254095	0	0.7314992690672127	1.47349517049029
dougdauntless	97963881	0	-1.1388421581872141	-0.7872560922266262
drdigipol	6092972	0	0.8558801308932638	0.2464354860940082
drmartyfox	26900055	0	-1.2943833999737402	-0.9937289676470137
drphilroe	52503751	0	-0.3739653486573042	2.3757331388542484
drudge	247723476	0	-0.8555941852577107	-0.9716093825439918
drudge_report	14669951	0	-0.619509458300257	-0.9107057290746476
dscc	14466538	0	0.9405566545597104	0.24741586373519325
dwstweets	115979444	1	0.8999860046469133	-0.04293398917759133
dylanratigan	48847011	0	0.8628760443915152	-0.07461296160849008
eagle_vision	73774016	0	-1.1053808322098753	-0.9130552410556287
ebertchicago	79797834	0	1.0347922744866391	-0.4653780278213053
econjared	297067961	0	0.9138148858627752	0.28166062178095547
edincali	27503607	0	-1.4155555797490635	-0.6026686090273267
edistomoore	94857536	0	-1.4552973228905228	-0.6684517076832746
edshow	75052666	0	1.0265554135583004	-0.18230117180053518
edwrather	27671624	0	-1.472484303679474	-0.6985081720956844
ejdionne	453319164	0	1.0417053365817648	0.02605444274314589
eleanornorton	23600262	1	0.9817356672536729	0.7076493459851381
elirubenstein	440688620	0	-1.1652209529709698	-0.4097210730292215
elizabethforma	357606935	1	1.1933946255976196	-0.6404062515998455
ellenpage	255747911	0	1.141850696882807	-0.6068274705226493
elmonte08	48038030	0	1.0925582955806237	0.2563124342281212
emfingersscout	70156027	0	-1.3697144237695138	-0.9478503227482348
emilyslist	63262233	0	1.147782078194912	0.009181622704428903
ericamey2	930784507	0	-1.5228267174985335	-0.775036455709968
ericarn4usa	20347310	0	-1.4106219824599942	-0.7450181421548248
ericboehlert	34643610	0	1.0952610746606577	0.13673060238371104
ericbolling	14839147	0	-1.1050761505159563	-1.2865858216674693
ericcantor	18891923	1	-0.6447765546816562	-0.5117097469052234
eugene_robinson	59031230	0	1.0631178542346928	-0.10792617787188466
evalongoria	110827653	0	0.8376153876206696	-0.6502314175875558
everytown	250386727	0	1.1586327060303052	-0.07744007959667126
evilconservativ	25029390	0	-1.4132898418090167	-0.7144334451285376
ewdolan	29309901	0	0.9609247766823136	0.010283471466674807
ewerickson	640893	0	-0.7937671546125736	-0.5656279214243759
exposeliberals	21707592	0	-1.2812474699435994	-0.4571053529355853
ezraklein	18622869	0	1.0174750396858745	-0.22575225252607034
f396	110863694	0	-1.3960947175362033	-0.5081908233877486
fakedansavage	313091751	0	1.2001422839411091	-0.3235666152802063
famousquotenet	14367719	0	-1.0061188591030787	-0.7096319114582366
fareedzakaria	41814169	0	0.9548446800655248	-0.2711596069128199
farenthold	17896154	0	-0.5583715266158884	1.00699270121637
fbnstossel	158769098	0	-1.0977405259050141	-1.1904709909368
feministing	30000912	0	1.1836707486483655	-0.22289897625574934
ffrnewsnet1	428081159	0	-1.3963451754774563	-0.9036396445840417
fiestabuckeye	169629177	0	-1.4917574873017927	-0.7061103677243363
financialtimes	4898091	0	0.5389980559368583	-0.48345311785747797
fingersflying	50836292	0	-1.4412509013260406	-0.7771460112007551
finigoodman	212670233	0	-1.2546546863467463	-0.6150581823752516
finneyk	45671898	0	1.021976605923034	0.030304290575453596
fishwithdan	80601437	0	-1.0861540746865408	-0.7198005926869262
fitzzer777	525630064	0	NA	NA
fladems	76027332	0	0.9370581678070272	0.17171760325821622
flotus	1093090866	0	1.0827887875607243	-0.6391432267840846
foramerica	190905427	0	-1.2692304000988075	-0.9476413013680536
forbes	91478624	0	0.5761625679017454	-0.5940331986291942
forewit	311137675	0	-1.1979106085751456	-0.7771407912951862
foxandfriends	15513604	0	-0.9377136828441723	-1.2009945125951118
foxbusiness	56413858	0	-0.852163909201732	-0.9666428496453211
foxnation	37764422	0	-1.0780834649577755	-1.1813858275247175
foxnews	1367531	0	-0.24190154503190298	-0.9462636372731087
foxnewsalert	31540671	0	-0.9710062259350445	-1.1332520395106849
foxnewspolitics	16032925	0	-0.7725758238939779	-0.9447784575525741
franklautenberg	135297032	1	0.6920268818014813	1.2543072828272754
frankpallone	31801993	1	0.7168560259862745	1.494271275061568
frankrichny	79366215	0	1.1130291614798327	-0.13195472972265532
fredbarnes	15731751	0	-1.0506358824542823	-0.5730758694706618
fredthompson	2704951	0	-1.1426049985518558	-0.8822952836467162
freedomdisciple	823112684	0	-1.4071633165350304	-0.902317100197346
freedomworks	14730894	0	-1.2060535098808574	-0.987690801181851
ft	18949452	0	0.5651673525051643	-0.47005305435592876
ftr__radio	19114646	0	-1.3089134523064008	-0.6179484553413844
funnyordie	15693493	0	0.9271054886811	-0.7057968966815293
gabby_hoffman	104342107	0	-1.3304510685111361	-0.6555732947393661
gabbygiffords	44177383	1	0.9995065923457325	-0.059293169882614356
galtsgirl	74014041	0	-1.2559390914415718	-0.714440722236416
garysinise	128393253	0	-0.5430656567293985	-1.0000278840198116
gatesfoundation	17899109	0	0.9384504089097783	-0.3430032276821344
gatewaypundit	19211550	0	-1.2128602655098766	-0.7061224578180272
gavinnewsom	11347122	0	1.0947004991607143	-0.1827190158754641
gawker	8936082	0	0.9540246353819732	-0.434631443145737
gaylandanderson	60699354	0	-0.9346895614802968	-0.6538448305446748
gayleking	29546945	0	0.9415623627586629	-0.5515406130909644
gaypatriot	18244206	0	-1.1456322803405763	-0.6609113519687624
genemcvay	27789999	0	-1.3746260481775545	-0.8457740762291254
geoff9cow	21717987	0	1.0189061895998988	0.29692550876804635
georgehwbush	475988505	0	0.025703001085824566	-0.4653734779251169
georgetakei	237845487	0	1.1317391426771843	-0.4689277076939522
gerfingerpoken	96442308	0	-1.4090317875077005	-0.8788554885593554
gerryconnolly	78445977	1	0.7490595106748489	1.2373676475343256
ggreenwald	16076032	0	0.8403572716319153	-0.2191890717057256
glaad	31583882	0	1.153202759609943	-0.3225489664475066
glennbeck	17454769	0	-0.9070139451919446	-1.2150244267338262
gloriasteinem	48269483	0	1.1800648684347612	-0.29405451558595663
goangelo	53130511	0	1.090772185071492	0.12382743200721225
goldietaylor	15862440	0	1.0922426325505104	-0.00597596139720991
good	19621110	0	1.06377978952215	-0.3897175571789322
gop	11134252	0	-0.434963765667409	-0.7939811897187361
gopathetic	15280845	0	1.1132002160276309	0.2744580095805414
gopblackchick	108807556	0	-1.186350242594423	-0.9105316568850786
gopleader	19739126	1	-0.5767919531380192	0.21190606074609245
gopwhip	2693983838	1	0.2581794370503865	1.6726570792461115
gottalaff	15368940	0	1.074909057468977	0.20557425622793635
govchristie	90484508	0	-0.19549394688963162	-0.6392101726723508
governorperry	18906561	0	-0.8453545668740506	-0.8548809128622927
govmikehuckabee	15416505	0	-0.8729929338674742	-1.0261354297918992
govwalker	213795411	0	-0.8498259320533851	-0.7046855997347147
gr8_2b_alive	112562263	0	-1.390534126109018	-0.9601756241265603
gracenapolitano	161411080	0	0.7545791616518793	1.611184757324577
grahamblog	14845376	1	-0.2836652268576181	0.0778502271270435
greggharper	23712174	0	-0.43353630539682003	2.134482116448374
greggutfeld	28628850	0	-1.150449247712376	-1.3126710602833926
gregorymeeks	22812754	0	0.7632658783810139	1.4637653769562537
gretawire	2885573474	0	-1.352821738590744	-1.5042816686375378
gstephanopoulos	17074440	0	0.7631412096861152	-0.37032154874195994
guardian	87818409	0	0.8537945617698338	-0.4247704730029284
guntrust	32258396	0	-1.1090787096585073	-0.8992947806913734
gwenifill	164412502	0	0.9732945307654162	-0.045151205383023287
hardball	205864193	0	1.0117376222499446	-0.2327986817483683
hardball_chris	48802204	0	0.9972985562645191	-0.30802223976816046
heidil_rn	332637055	0	-1.4005266500360194	-1.0044188800930527
herb_slojewski	615687834	0	-1.408576433486568	-0.8032385750227631
heritage	10168082	0	-0.9523646851277598	-0.8871086996180418
herrerabeutler	242926427	1	-0.017635265614143823	1.805310819714085
heytammybruce	22956220	0	-1.2738648482675046	-0.9878332573786325
hillaryclinton	1339835893	0	1.0378779082269318	-0.6107952318954809
hitrecordjoe	24807616	0	1.0211412809560798	-0.7182158482095562
hodgman	14348594	0	1.1148990524409963	-0.440434830091122
hollyrfisher	2996283182	0	NA	NA
holyfield67	379498878	0	-1.4300372684937428	-0.8682964765944816
homunculusloikm	233933230	0	-1.1251582182337068	-1.0181332769756246
housecracka	16190478	0	-1.3083833930472797	-0.6821049978493334
housedemocrats	43963249	0	0.9770984014747737	-0.2850368110071338
housegop	15207668	0	-0.2651248151387173	-0.48888282931115334
housetransinf	2982232425	0	NA	NA
howardfineman	14962779	0	0.9740405451157965	-0.06362754149493925
hrc	19608297	0	1.1517624580537749	-0.30132289092949793
hrw	14700316	0	0.9833675413558997	-0.37171834397297004
huffingtonpost	14511951	0	0.915252285747204	-0.5287692981045422
huffpostpol	15458694	0	0.8806190589039417	-0.20612895290532937
hughhewitt	15075999	0	-0.7349304069507319	-0.5684037917118852
iamjohnoliver	316389142	0	1.141297451764634	-0.5013825245192886
iamrashidajones	562381032	0	1.111509205506375	-0.6174975720274726
iepluribusunum	378933826	0	-1.3741613032491253	-0.9610089299821473
indyenigma	16672662	0	-1.2167236387363076	-0.5467692747338632
ingrahamangle	50769180	0	-0.966601378623174	-1.2361597132471127
inlawsoutlaws	77329593	0	1.1348406389648207	0.30315294584961916
iowahawkblog	149913262	0	-0.967331484779985	-0.6908009969800026
iresistall	347057474	0	-1.406543358088405	-0.6508960185537351
irritatedwoman	16710420	0	-1.3216187399529464	-0.991731240864237
isheeple1	906620078	0	-1.4144363843795498	-0.7647921530914085
istook	15551300	0	-1.3169401338285112	-0.8994374920437017
jackkingston	36654245	1	-0.46063584818540965	1.7383240963585178
jacksonleetx18	80612021	1	0.8486387307404241	1.0680874519230057
jacquie0415	351361539	0	-1.4632563729276014	-0.873656877942205
jahimes	31611298	0	0.9498953964541802	0.628776003763677
jamesokeefeiii	16989178	0	-1.1715419038765678	-1.0081696817320718
jamesrosenfnc	48029066	0	-1.139306569279113	-1.0320015360967176
janefonda	18583722	0	1.0346397978742177	-0.48608574575082986
janschakowsky	24195214	1	0.9225919254643955	1.0188088249885618
jasoninthehouse	17800215	1	-0.8641238925493182	-0.7086696373212654
jasonsegel	407977463	0	1.0242698400341481	-0.7234246969325966
jdcorbinpm	115945502	0	NA	NA
jddickson	23205346	0	-1.3657838970221927	-0.9098154351613598
jeanniemcbride	3086155613	0	NA	NA
jedediahbila	60680268	0	-1.0882774830159028	-1.1109724308385576
jeffersonobama	39609732	0	1.0673307589752943	0.30263313231123173
jeffflake	16056306	1	0.4576748406713743	0.41293349986905376
jefffortenberry	18805303	1	-0.2891305003884941	1.8876023881094226
jengranholm	14185317	0	1.0448156046517298	0.14804287336248076
jeremyscahill	23839835	0	1.023155227354267	-0.1255249857935953
jerrybrowngov	19418459	0	1.0203324892246333	-0.11469222374281182
jerrymoran	18632666	1	-0.0726208466193947	1.7871825829110095
jessetyler	17350250	0	1.0848826709156634	-0.6727603542136
jessicachasmar	89005882	0	-1.1033067306067068	-0.8633802270625865
jhartellis	212097279	0	-1.475576917465545	-0.7209899227641182
jilevin	24733117	0	0.9363833839123669	-0.03755107762970514
jim_jordan	18166778	1	-0.9227397562085562	0.5370016442100368
jim_moran	47412499	1	0.5923788635795922	1.5011109103805544
jimdemint	9508922	1	-1.1175957400462635	-0.7143024381129777
jimlangevin	18909919	1	0.6715797698123622	1.34890140355757
jimmyfallon	15485441	0	0.8360354016209863	-0.7189636345329795
jjauthor	177584156	0	-1.2972745481658978	-1.0154790277075638
jmattbarber	22770745	0	-1.3940642725925791	-0.7194562537889152
jn3_16_21	22540858	0	-1.2806892718425833	-0.4395209658244181
joanwalsh	1106501	0	1.0830170952841252	-0.04749786382204373
joaquincastrotx	231510077	1	1.0011885543672394	0.31860409974765636
joebiden	939091	1	1.1321815007807985	-0.6055180371125959
joethepatriotic	140640762	0	-1.4826424804471643	-0.6434682350824757
john_dingell	2982226132	1	NA	NA
johnboehner	5357812	1	NA	NA
johnboozman	5558312	1	-0.15203955728395926	1.833429981090793
johncarneyde	237770636	0	0.5902662338774163	1.4361847237064858
johncleese	10810102	0	0.9830625397593526	-0.5476505347821345
johncornyn	13218102	1	-0.4568978259936878	0.3105232161468837
johnfromcranber	1065869268	0	-1.3373505512368655	-0.9813021789766084
johnfugelsang	33276161	0	1.1707678476302084	-0.16043817186801634
johnkerry	15007149	1	0.9809940617256974	-0.5486163643230676
johnlegend	18228898	0	1.062358251835878	-0.5737634629391324
jonahnro	71627462	0	-0.7285315203738817	-0.684390695345201
jonathanalter	21844854	0	1.0073083382249042	0.06615526865530852
jonwexford	144350248	0	-0.9469827480912756	-0.7490829677273493
josephbrandon8	858921774	0	1.0807790486325837	0.2821054666872023
joshtpm	21268897	0	1.012779171972659	0.04582677139706519
joyannreid	49698134	0	1.1698202029390419	-0.27856695858547387
joyvbehar	32004130	0	1.011438905139837	-0.549937051956457
jstines3	101395252	0	-1.3553704338109478	-1.0837214091492706
jtimberlake	26565946	0	0.8341520982739837	-0.7923849896934888
juddapatow	88749392	0	1.101260471999207	-0.6012706342368266
judgecarter	18030431	1	-0.6607624504110319	1.8766436118849452
judgenap	29216764	0	-1.212928999194719	-1.2824709471978653
judgetedpoe	74198348	1	-0.5723667033334613	1.8015245535197706
judicialwatch	18247062	0	-0.5731160370879338	-0.800950044209672
juliancastro	19682187	0	1.0355786949246197	0.08851004241976376
just_a_texan	884304968	0	-1.44489399277482	-0.9483497497666128
kanyewest	169686021	0	NA	NA
karlrove	18791763	0	-0.6939743943363509	-0.8179677263445351
kathygriffin	21148293	0	1.050831483522376	-0.5927528319734041
