source	meta_id	user_id	screen_name	phi	phi_2	followers	voteview_id	nominate_dim1	nominate_dim2	party_code	party	chamber
members_of_congress	MH11721723	815310506596691968	repjoshg	-0.32915566771825183	1.3609985192606304	371	21723	-0.145	0.225	100	Democrat	House
members_of_congress	MH11721722	818536152588238849	repgonzalez	-0.2619319752978398	2.50796209689787	147	21722	-0.384	0.669	100	Democrat	House
members_of_congress	MH11721720	815966620300480514	repgallagher	0.6106627873443082	0.6940188079361109	632	21720	0.444	-0.063	200	Republican	House
members_of_congress	MH11721719	818948638890217473	repmattgaetz	1.8238063405097318	-1.8143351382753787	15289	21719	0.63	-0.591	200	Republican	House
members_of_congress	MH11721719	58579942	mattgaetz	1.8238063405097318	-1.8143351382753787	15289	21719	0.63	-0.591	200	Republican	House
members_of_congress	MH11721718	816303263586914304	repbrianfitz	0.016325075653700734	1.2174172146996094	370	21718	0.17	-0.186	200	Republican	House
members_of_congress	MH11721717	806583915012046854	repdrewferguson	0.7871930171014292	2.246398295377017	140	21717	0.605	0.113	200	Republican	House
members_of_congress	MH11721715	817076257770835968	repespaillat	-0.7321135743416957	0.8713190246106176	633	21715	-0.62	-0.178	100	Democrat	House
members_of_congress	MH11721714	815952318487298048	drnealdunnfl2	0.6138839448852614	1.702117950401034	173	21714	0.531	0.225	200	Republican	House
members_of_congress	MH11721713	798973032362606600	repvaldemings	-0.8295686211155401	0.114474435089148	6599	21713	-0.338	-0.104	100	Democrat	House
members_of_congress	MH11721712	816030424778543104	repcharliecrist	-0.29759756922584873	1.3472344146257278	341	21712	-0.224	0.047	100	Democrat	House
members_of_congress	MH11721711	815985039485837312	reploucorrea	-0.4956334117656185	2.014278582471686	220	21711	-0.282	0.301	100	Democrat	House
members_of_congress	MH11721710	816719802328715264	replizcheney	1.5496048334973238	-0.35156889117735945	1092	21710	0.511	0.402	200	Republican	House
members_of_congress	MH11721709	816157667882373120	repcarbajal	-0.5581766783228278	1.754678861495498	319	21709	-0.301	0.14	100	Democrat	House
members_of_congress	MH11721708	817138492614524928	reptedbudd	1.4527079120138466	1.0706157430518652	331	21708	0.676	-0.152	200	Republican	House
members_of_congress	MH11721707	823552974253342721	repanthonybrown	-0.6430624001643374	1.4046128207098243	389	21707	-0.336	-0.134	100	Democrat	House
members_of_congress	MH11721706	817050219007328258	replbr	-0.5899011307030532	1.5202952685412716	413	21706	-0.335	-0.122	100	Democrat	House
members_of_congress	MH11721705	816652616625168388	repandybiggsaz	1.9882024305582142	-1.1381625500536423	3141	21705	0.883	-0.469	200	Republican	House
members_of_congress	MH11721704	815241612154417152	repjackbergman	0.7035022592497346	1.4393403186265847	193	21704	0.434	0.074	200	Republican	House
members_of_congress	MH11721704	751799352755052544	jackbergman_mi1	0.7035022592497346	1.4393403186265847	193	21704	0.434	0.074	200	Republican	House
members_of_congress	MH11721703	816833925456789505	repbarragan	-0.7895769263705866	0.9404943462464534	974	21703	-0.516	0.044	100	Democrat	House
members_of_congress	MH11721702	816131319033950208	repjimbanks	1.5045549854028157	0.204128401550026	948	21702	0.637	-0.017	200	Republican	House
members_of_congress	MH11721702	14836282	jim_banks	1.5045549854028157	0.204128401550026	948	21702	0.637	-0.017	200	Republican	House
members_of_congress	MH11721701	818975124460335106	repdonbacon	0.5818486012338636	1.1000987645773614	334	21701	0.387	-0.095	200	Republican	House
members_of_congress	MH11721700	816284664658874368	reparrington	1.3836653066418099	1.2310360695797415	293	21700	0.639	-0.074	200	Republican	House
members_of_congress	MH11721566	90639372	repdwightevans	-0.5890528717318289	0.7441978369253939	677	21566	-0.459	-0.084	100	Democrat	House
members_of_congress	MH11721565	838462994	jamescomer	1.1565179270387795	0.20635343880215823	475	21565	0.613	-0.008	200	Republican	House
members_of_congress	MH11721565	1274852794206388225	repjamescomer	1.1565179270387795	0.20635343880215823	475	21565	0.613	-0.008	200	Republican	House
members_of_congress	MH11721564	742735530287304704	warrendavidson	1.4086628581312548	0.4798463731365241	518	21564	0.693	-0.37	200	Republican	House
members_of_congress	MH11721563	2852998461	repwesterman	0.8487631915573202	2.406251103240939	249	21563	0.55	0.308	200	Republican	House
members_of_congress	MH11721562	3686482216	replahood	0.5389327573424773	1.3468489814226134	389	21562	0.466	0.169	200	Republican	House
members_of_congress	MH11721561	3317799825	reptrentkelly	1.1292835725822652	1.443426873633283	156	21561	0.633	0.231	200	Republican	House
members_of_congress	MH11721559	2976606250	repgrothman	0.6695397058636572	1.7184121346203136	210	21559	0.607	-0.281	200	Republican	House
members_of_congress	MH11721557	2964526557	repalexmooney	1.2089436648213816	1.3246069505284626	317	21557	0.579	-0.288	200	Republican	House
members_of_congress	MH11721556	2930635215	repnewhouse	0.2852866311923405	2.437046091831882	311	21556	0.346	0.225	200	Republican	House
members_of_congress	MH11721554	2962868158	repdonbeyer	-0.7408904650546844	0.9167467883051645	2522	21554	-0.386	-0.041	100	Democrat	House
members_of_congress	MH11721551	2929491549	repbrianbabin	1.248818043667606	1.6071896766314837	326	21551	0.703	0.1	200	Republican	House
members_of_congress	MH11721548	4304448314	congboyle	-0.63996387233183	1.066737896223347	1724	21548	-0.399	0.127	100	Democrat	House
members_of_congress	MH11721548	3018670151	reppeteaguilar	-0.63996387233183	1.066737896223347	1724	21548	-0.399	0.127	100	Democrat	House
members_of_congress	MH11721548	231108733	repbrendanboyle	-0.63996387233183	1.066737896223347	1724	21548	-0.399	0.127	100	Democrat	House
members_of_congress	MH11721545	2916086925	repadams	-0.5453239522440602	1.3247046706019856	644	21545	-0.466	0.014	100	Democrat	House
members_of_congress	MH11721544	834069080	repdavidrouzer	0.9022935705458659	2.455395561640599	226	21544	0.579	0.15	200	Republican	House
members_of_congress	MH11721542	2966765501	repjohnkatko	0.3380871440670688	1.2032278294203724	430	21542	0.198	-0.004	200	Republican	House
members_of_congress	MH11721541	2962813893	repstefanik	1.703905034332979	-1.2794656188887017	7993	21541	0.231	-0.005	200	Republican	House
members_of_congress	MH11721541	109579534	elisestefanik	1.703905034332979	-1.2794656188887017	7993	21541	0.231	-0.005	200	Republican	House
members_of_congress	MH11721540	2970462034	repkathleenrice	-0.5828861675874745	1.1175029956421998	814	21540	-0.285	0.029	100	Democrat	House
members_of_congress	MH11721539	2750127259	repleezeldin	1.8876165032059864	-1.094967875561258	3894	21539	0.389	-0.128	200	Republican	House
members_of_congress	MH11721538	2968451607	repbonnie	-0.7532805123051465	1.183522445887622	1028	21538	-0.628	-0.138	100	Democrat	House
members_of_congress	MH11721536	3122099613	donaldnorcross	-0.438234612579894	1.4552019758498602	257	21536	-0.425	0.324	100	Democrat	House
members_of_congress	MH11721531	2914515430	reptomemmer	0.3822341487749765	0.6951099952105632	489	21531	0.456	-0.065	200	Republican	House
members_of_congress	MH11721530	2863006655	replawrence	-0.6161661258250435	1.3254705927266395	757	21530	-0.446	-0.026	100	Democrat	House
members_of_congress	MH11721529	2970279814	repdebdingell	-0.7271224913342933	0.5693737456109838	3063	21529	-0.408	-0.13	100	Democrat	House
members_of_congress	MH11721526	2696643955	repmoolenaar	0.2586971248599662	2.3637760507920134	255	21526	0.396	0.431	200	Republican	House
members_of_congress	MH11721525	248495200	sethmoulton	-0.7583198250639384	0.0543094568815078	5189	21525	-0.286	-0.066	100	Democrat	House
members_of_congress	MH11721523	2951574214	repgarretgraves	0.7749542066962186	1.6312672036310936	344	21523	0.46	-0.055	200	Republican	House
members_of_congress	MH11721519	2964877294	repbost	0.6580738014592257	1.9718346125131025	233	21519	0.274	0.493	200	Republican	House
members_of_congress	MH11721516	2964287128	reprickallen	0.970141778111739	2.3493020713426507	326	21516	0.686	0.286	200	Republican	House
members_of_congress	MH11721515	2914163523	reploudermilk	1.0482073559341878	1.670072476421684	427	21515	0.691	-0.007	200	Republican	House
members_of_congress	MH11721514	2975091705	congressmanhice	1.6253448555171823	0.606658879388538	932	21514	0.79	-0.155	200	Republican	House
members_of_congress	MH11721513	2973870195	repbuddycarter	1.084679940733788	1.7990126594747768	454	21513	0.584	0.262	200	Republican	House
members_of_congress	MH11721510	2862577383	repkenbuck	1.2454343824772776	0.6457285981530633	902	21510	0.738	-0.462	200	Republican	House
members_of_congress	MH11721508	236279233	normajtorres	-0.5708280912721871	1.7622935067839174	496	21508	-0.36	0.033	100	Democrat	House
members_of_congress	MH11721507	3044993235	reptedlieu	-0.8601036947963818	-0.6342168974470265	36015	21507	-0.372	-0.262	100	Democrat	House
members_of_congress	MH11721507	21059255	tedlieu	-0.8601036947963818	-0.6342168974470265	36015	21507	-0.372	-0.262	100	Democrat	House
members_of_congress	MH11721506	41533245	aguilarpete	-0.4050176004231456	1.743370217580009	107	21506	-0.292	0.136	100	Democrat	House
members_of_congress	MH11721504	2968007206	repdesaulnier	-0.6376649691802045	1.3279263696168	620	21504	-0.53	-0.371	100	Democrat	House
members_of_congress	MH11721503	2953974395	repfrenchhill	0.8964181928102263	2.101261375095125	339	21503	0.449	0.23	200	Republican	House
members_of_congress	MH11721502	2966570782	reprubengallego	-0.7074074906972013	0.49429651116308687	3407	21502	-0.45	-0.014	100	Democrat	House
members_of_congress	MH11721502	49217025	rubengallego	-0.7074074906972013	0.49429651116308687	3407	21502	-0.45	-0.014	100	Democrat	House
members_of_congress	MH11721500	2861616083	usrepgarypalmer	0.9043654565875683	2.3023124832344206	339	21500	0.704	-0.018	200	Republican	House
members_of_congress	MH11721375	2293131060	repkclark	-0.7955559352813847	0.5832479679337313	2556	21375	-0.483	-0.371	100	Democrat	House
members_of_congress	MH11721373	1623308912	repjasonsmith	1.1204791085337804	1.1520571585038186	742	21373	0.597	0.171	200	Republican	House
members_of_congress	MH11721373	26653478	jasonsmithmo	1.1204791085337804	1.1520571585038186	742	21373	0.597	0.171	200	Republican	House
members_of_congress	MH11721372	1045110018	repdankildee	-0.6126769597106727	0.9261440776920576	1725	21372	-0.396	-0.217	100	Democrat	House
members_of_congress	MH11721371	1339931490	reprobinkelly	-0.6146868165609001	1.5492338148900089	1025	21371	-0.462	-0.003	100	Democrat	House
members_of_congress	MH11721371	38285038	robinlynnekelly	-0.6146868165609001	1.5492338148900089	1025	21371	-0.462	-0.003	100	Democrat	House
members_of_congress	MH11721370	1206227149	repmarkpocan	-0.7229442764668783	0.7148239196536413	2704	21370	-0.541	-0.543	100	Democrat	House
members_of_congress	MH11721370	309070309	markpocan	-0.7229442764668783	0.7148239196536413	2704	21370	-0.541	-0.543	100	Democrat	House
members_of_congress	MH11721368	1058917562	repderekkilmer	-0.4863012502728854	1.8448085722558627	713	21368	-0.31	-0.011	100	Democrat	House
members_of_congress	MH11721367	1072008757	repchrisstewart	1.053453374237702	0.8026662870911986	695	21367	0.525	0.155	200	Republican	House
members_of_congress	MH11721366	1083448909	repfilemonvela	-0.24870067320852315	2.421388001381239	399	21366	-0.313	0.412	100	Democrat	House
members_of_congress	MH11721365	1074129612	repveasey	-0.39127955308648227	1.9956356180345445	695	21365	-0.402	0.285	100	Democrat	House
members_of_congress	MH11721364	1077446982	reprwilliams	0.9115604040724655	1.6412589939359492	359	21364	0.585	0.112	200	Republican	House
members_of_congress	MH11721362	231510077	joaquincastrotx	-0.7750929593999758	0.08788232945909688	7854	21362	-0.4	-0.024	100	Democrat	House
members_of_congress	MH11721360	1058051748	txrandy14	0.9947587334312106	2.012524937486496	391	21360	0.714	0.027	200	Republican	House
members_of_congress	MH11721359	1058345042	reptomrice	0.8988273094552938	1.97345451913255	328	21359	0.596	-0.276	200	Republican	House
members_of_congress	MH11721358	776664410	repcartwright	-0.36511569387205295	2.030684894643139	509	21358	-0.366	-0.04	100	Democrat	House
members_of_congress	MH11721356	18773159	repscottperry	1.0789332198087922	1.0090796204469348	582	21356	0.629	-0.349	200	Republican	House
members_of_congress	MH11721355	1060370282	repmullin	1.015097075136733	1.6243044435549467	524	21355	0.519	0.32	200	Republican	House
members_of_congress	MH11721353	976969338	repdavejoyce	0.5191478224285971	2.142354778633078	528	21353	0.262	0.269	200	Republican	House
members_of_congress	MH11721352	1531521632	repbeatty	-0.6766481592103883	0.6425593633652483	1504	21352	-0.432	0.059	100	Democrat	House
members_of_congress	MH11721351	518644221	repbradwenstrup	0.8978458801380937	1.82542672615499	631	21351	0.548	0.188	200	Republican	House
members_of_congress	MS11721350	28267055	kevincramer	1.0591124987351532	1.1002238882036608	756	21350	0.39	0.296	200	Republican	Senate
members_of_congress	MS11721350	1048784496	senkevincramer	1.0591124987351532	1.1002238882036608	756	21350	0.39	0.296	200	Republican	Senate
members_of_congress	MH11721346	935033864	reprichhudson	0.9213072089438851	2.1203318118564636	448	21346	0.575	0.122	200	Republican	House
members_of_congress	MH11721344	1072467470	repseanmaloney	-0.8096483649692032	0.3888128391950025	3588	21344	-0.239	0.122	100	Democrat	House
members_of_congress	MH11721343	467823431	repjeffries	-0.8220297050965978	0.3055238503806548	7991	21343	-0.488	-0.089	100	Democrat	House
members_of_congress	MH11721342	1051127714	repgracemeng	-0.6914826693723709	1.012561489989253	1730	21342	-0.376	-0.178	100	Democrat	House
members_of_congress	MH11721342	571214272	grace4ny	-0.6914826693723709	1.012561489989253	1730	21342	-0.376	-0.178	100	Democrat	House
members_of_congress	MH11721340	1058717720	repanniekuster	-0.5653399574857942	1.4465387220225663	610	21340	-0.256	-0.123	100	Democrat	House
members_of_congress	MH11721339	389840566	rephorsford	-0.5361365921152935	1.5375163094489093	481	21339	-0.348	0.091	100	Democrat	House
members_of_congress	MS11721338	11651202	stevedaines	1.0066835677448458	0.730165009327101	1241	21338	0.567	-0.094	200	Republican	Senate
members_of_congress	MH11721337	1051446626	repannwagner	0.8382093122915366	1.393688280959852	642	21337	0.437	0.145	200	Republican	House
members_of_congress	MH11721333	1089334250	repandybarr	0.9499755151428482	1.5233603820026071	543	21333	0.49	0.302	200	Republican	House
members_of_congress	MH11721330	1065995022	repwalorski	0.6148481265988938	2.377310594351022	447	21330	0.426	0.323	200	Republican	House
members_of_congress	MH11721329	1092979962	repcheri	-0.5487260222056679	1.3508735132630936	1554	21329	-0.239	0.042	100	Democrat	House
members_of_congress	MH11721329	257180565	cheribustos	-0.5487260222056679	1.3508735132630936	1554	21329	-0.239	0.042	100	Democrat	House
members_of_congress	MH11721328	993153006	rodneydavis	0.3961992552392395	1.86079464489841	654	21328	0.274	0.174	200	Republican	House
members_of_congress	MH11721326	1071840474	repschneider	-0.4721437087017592	1.9253233263946594	389	21326	-0.176	-0.192	100	Democrat	House
members_of_congress	MS11721325	1058520120	senduckworth	-0.8256193789743301	-0.15735387955005792	14669	21325	-0.336	0.108	100	Democrat	Senate
members_of_congress	MH11721321	1077121945	reploisfrankel	-0.5037152039719469	1.6872638648135891	934	21321	-0.399	-0.083	100	Democrat	House
members_of_congress	MH11721315	1135486501	repscottpeters	-0.5333882234332455	1.0426931197552511	1295	21315	-0.181	-0.039	100	Democrat	House
members_of_congress	MH11721315	292594517	scottpeterssd	-0.5333882234332455	1.0426931197552511	1295	21315	-0.181	-0.039	100	Democrat	House
members_of_congress	MH11721314	1260172386	repjuanvargas	-0.405403778719652	2.0552763065076483	651	21314	-0.401	0.097	100	Democrat	House
members_of_congress	MH11721313	1055730738	replowenthal	-0.46302509263577113	2.3321732545022833	823	21313	-0.45	-0.371	100	Democrat	House
members_of_congress	MH11721312	1037321378	repmarktakano	-0.7174444126367746	1.1304153194139048	1961	21312	-0.463	-0.262	100	Democrat	House
members_of_congress	MH11721311	1089859058	repraulruizmd	-0.49101993964492857	1.9020661755538217	606	21311	-0.243	0.06	100	Democrat	House
members_of_congress	MH11721309	1222257180	repcardenas	-0.5036036551421785	2.0184160862041867	629	21309	-0.383	0.02	100	Democrat	House
members_of_congress	MH11721308	1243902714	repbrownley	-0.5092261356552148	2.055452154484841	528	21308	-0.286	0.052	100	Democrat	House
members_of_congress	MH11721307	1128514404	repdavidvaladao	0.6203741670011094	1.7884232310158243	542	21307	NA	NA	NA	Independent	House
members_of_congress	MH11721307	36676406	dgvaladao	0.6203741670011094	1.7884232310158243	542	21307	NA	NA	NA	Independent	House
members_of_congress	MH11721306	942156122	repswalwell	-0.8215094105457442	-0.28852854810630574	20637	21306	-0.368	-0.104	100	Democrat	House
members_of_congress	MH11721306	377609596	ericswalwell	-0.8215094105457442	-0.28852854810630574	20637	21306	-0.368	-0.104	100	Democrat	House
members_of_congress	MH11721304	950783972	repbera	-0.43655030025567954	2.168783013540196	973	21304	-0.233	0.016	100	Democrat	House
members_of_congress	MH11721303	1071102246	rephuffman	-0.599289985566576	1.637276614139907	1331	21303	-0.427	-0.543	100	Democrat	House
members_of_congress	MH11721303	334894942	jaredhuffman	-0.599289985566576	1.637276614139907	1331	21303	-0.427	-0.543	100	Democrat	House
members_of_congress	MH11721302	1069124515	replamalfa	0.606651644569251	2.185192675486368	430	21302	0.534	0.087	200	Republican	House
members_of_congress	MS11721301	968650362	sentomcotton	1.5214911804685685	-0.6698488776989038	6038	21301	0.594	0.079	200	Republican	Senate
members_of_congress	MS11721301	343041182	tomcottonar	1.5214911804685685	-0.6698488776989038	6038	21301	0.594	0.079	200	Republican	Senate
members_of_congress	MS11721300	1080844782	senatorsinema	-0.4473807398764283	0.014573362895456821	6817	21300	-0.102	0.067	100	Democrat	Senate
members_of_congress	MS11721300	20747881	kyrstensinema	-0.4473807398764283	0.014573362895456821	6817	21300	-0.102	0.067	100	Democrat	Senate
members_of_congress	MH11721198	558769636	repbonamici	-0.617907596205882	1.461330652168557	913	21198	-0.394	-0.403	100	Democrat	House
members_of_congress	MH11721196	402719755	markamodeinv2	0.15040594553803058	1.6886967013870013	487	21196	0.381	0.201	200	Republican	House
members_of_congress	MH11721193	237299871	repmobrooks	1.2939381566580432	1.135075227479521	937	21193	0.651	-0.44	200	Republican	House
members_of_congress	MH11721191	234057152	repmgriffith	0.6072469630414417	2.498845949212578	611	21191	0.548	-0.43	200	Republican	House
members_of_congress	MH11721188	240427862	repmckinley	0.4577210175846054	2.645115544907714	660	21188	0.3	0.184	200	Republican	House
members_of_congress	MH11721187	242926427	herrerabeutler	0.34844057564381503	1.7782518993197005	612	21187	0.355	-0.18	200	Republican	House
members_of_congress	MH11721179	235312723	desjarlaistn04	1.0368053495923384	1.9045050537139177	452	21179	0.583	-0.082	200	Republican	House
members_of_congress	MH11721178	235190657	repchuck	0.85209625521690735	2.053755953408463	457	21178	0.455	0.305	200	Republican	House
members_of_congress	MH11721174	240393970	repjeffduncan	1.4290572029595834	0.15424379518826242	1734	21174	0.734	-0.172	200	Republican	House
members_of_congress	MS11721173	217543151	senatortimscott	1.270644051134076	-0.6872545467929404	10078	21173	0.64	-0	200	Republican	Senate
members_of_congress	MH11721172	23593446	davidcicilline	-0.7731666562970566	0.6876704631386896	4291	21172	-0.39	-0.275	100	Democrat	House
members_of_congress	MH11721167	935368364	mikekellypa	1.314006499675483	0.8285654337933924	461	21167	0.355	0.451	200	Republican	House
members_of_congress	MS11721166	27044466	jameslankford	0.7778840206116897	0.8287214378142348	2068	21166	0.584	0.151	200	Republican	Senate
members_of_congress	MS11721166	225921757	senatorlankford	0.7778840206116897	0.8287214378142348	2068	21166	0.584	0.151	200	Republican	Senate
members_of_congress	MH11721165	234822928	repbobgibbs	0.7472305326580228	2.6001843026098164	770	21165	0.474	0.316	200	Republican	House
members_of_congress	MH11721163	211420609	repstevestivers	0.3635307441522321	2.3455369905468118	852	21163	0.3	0.269	200	Republican	House
members_of_congress	MH11721162	211530910	repbilljohnson	0.6822893654461755	2.607227974926551	766	21162	0.428	0.27	200	Republican	House
members_of_congress	MH11721150	1444015610	usreplong	0.9949615279101319	1.529855711786921	685	21150	0.549	0.224	200	Republican	House
members_of_congress	MH11721150	21572351	auctnr1	0.9949615279101319	1.529855711786921	685	21150	0.549	0.224	200	Republican	House
members_of_congress	MH11721149	237763317	rephartzler	0.943299488078212	1.844331738050723	675	21149	0.462	0.307	200	Republican	House
members_of_congress	MH11721148	299883942	congpalazzo	0.8268777991157776	2.6220842588861326	308	21148	0.527	0.529	200	Republican	House
members_of_congress	MH11721142	233949261	rephuizenga	0.49530964796481697	1.7918264425363484	649	21142	0.577	-0.07	200	Republican	House
members_of_congress	MH11721140	232992031	usrepkeating	-0.498662096374525	1.5855531691072724	549	21140	-0.329	-0.13	100	Democrat	House
members_of_congress	MH11721139	960962340	repandyharrismd	0.5334387453401586	1.7963384157268263	481	21139	0.661	-0.381	200	Republican	House
members_of_congress	MH11721137	267854863	reprichmond	-0.5988404122856321	1.0705838671623151	1391	21137	-0.486	0.332	100	Democrat	House
members_of_congress	MS11721133	59969802	toddyoungin	0.48412931975301915	1.291834172658421	1395	21133	0.472	-0.015	200	Republican	Senate
members_of_congress	MS11721133	234128524	sentoddyoung	0.48412931975301915	1.291834172658421	1395	21133	0.472	-0.015	200	Republican	Senate
members_of_congress	MH11721132	234812598	replarrybucshon	0.6287205585967267	2.771129418113213	520	21132	0.406	0.255	200	Republican	House
members_of_congress	MH11721128	219429281	repkinzinger	0.08399893771692003	0.5496391587885936	2385	21128	0.271	0.307	200	Republican	House
members_of_congress	MH11721123	234797704	austinscottga08	0.8061884851566159	2.5611349375696157	501	21123	0.567	0.195	200	Republican	House
members_of_congress	MH11721118	234014087	repwilson	-0.6942948723362612	0.8661282814133406	2426	21118	-0.477	-0.016	100	Democrat	House
members_of_congress	MH11721116	281540744	repwebster	0.8705974464498291	2.1789717967495608	540	21116	0.51	-0.047	200	Republican	House
members_of_congress	MH11721110	239949176	repkarenbass	-0.7825421837347852	0.6715466146744304	4239	21110	-0.586	-0.106	100	Democrat	House
members_of_congress	MH11721108	234469322	rep_stevewomack	0.8066993509083934	2.34173220313928	520	21108	0.355	0.579	200	Republican	House
members_of_congress	MH11721106	233693291	reprickcrawford	1.0506626373904275	2.2452631814977697	547	21106	0.421	0.495	200	Republican	House
members_of_congress	MH11721105	229197216	repdavid	0.7533026705764478	1.235781586712023	789	21105	0.583	-0.313	200	Republican	House
members_of_congress	MH11721103	240760644	repgosar	1.641573903782068	-0.3492998141309628	2855	21103	0.68	-0.422	200	Republican	House
members_of_congress	MH11721103	872148729184362497	drpaulgosar	1.641573903782068	-0.3492998141309628	2855	21103	0.68	-0.422	200	Republican	House
members_of_congress	MH11721102	381152398	repterrisewell	-0.5977356499208684	1.4072143324093531	1299	21102	-0.392	0.401	100	Democrat	House
members_of_congress	MH11720959	137794015	repteddeutch	-0.6272478402354077	0.9907853496316966	2421	20959	-0.399	-0.093	100	Democrat	House
members_of_congress	MH11720959	65541270	teddeutch	-0.6272478402354077	0.9907853496316966	2421	20959	-0.399	-0.093	100	Democrat	House
members_of_congress	MH11720958	88806753	repgaramendi	-0.5156060813937764	1.7114675477411738	1079	20958	-0.309	-0.091	100	Democrat	House
members_of_congress	MH11720955	193732179	repjudychu	-0.7115673897251579	1.0825679983328578	2564	20955	-0.487	-0.377	100	Democrat	House
members_of_congress	MH11720954	56864092	repmikequigley	-0.6398270460107197	1.1932869813416198	1561	20954	-0.321	-0.279	100	Democrat	House
members_of_congress	MS11720953	1136711154435207168	cynthiamlummis	0.9527772467722978	1.6327835214098687	425	20953	NA	NA	NA	Independent	Senate
members_of_congress	MS11720953	22831059	senlummis	0.9527772467722978	1.6327835214098687	425	20953	NA	NA	NA	Independent	Senate
members_of_congress	MH11720952	78445977	gerryconnolly	-0.6587458394249384	1.1818693599784187	1276	20952	-0.306	-0.013	100	Democrat	House
members_of_congress	MH11720946	18967498	congressmangt	0.5602928547373108	2.5081264643752648	530	20946	0.315	0.394	200	Republican	House
members_of_congress	MH11720944	20545793	repschrader	-0.3821848228472627	2.0609226984768885	771	20944	-0.186	0.058	100	Democrat	House
members_of_congress	MH11720941	153486399	repmarciafudge	-0.6396797646003951	1.1979339013615802	1553	20941	-0.581	0.14	100	Democrat	House
members_of_congress	MH11720934	84119348	reppaultonko	-0.5086962615817662	1.2058847797434702	722	20934	-0.42	-0.264	100	Democrat	House
members_of_congress	MS11720932	19318314	senatorlujan	-0.6074314369107912	1.5561652336382104	1053	20932	-0.367	0.015	100	Democrat	Senate
members_of_congress	MS11720932	91125308	benraylujan	-0.6074314369107912	1.5561652336382104	1053	20932	-0.367	0.015	100	Democrat	Senate
members_of_congress	MS11720930	1099199839	martinheinrich	-0.5401872003276401	1.2610361608696983	2724	20930	-0.328	-0.022	100	Democrat	Senate
members_of_congress	MH11720927	122174004	repdinatitus	-0.5872633154654934	1.0236207341184838	997	20927	-0.303	-0.214	100	Democrat	House
members_of_congress	MH11720927	17907578	dinatitus	-0.5872633154654934	1.0236207341184838	997	20927	-0.303	-0.214	100	Democrat	House
members_of_congress	MH11720926	1849261916	repblaine	0.6955805430999162	2.4213028661963634	331	20926	0.438	0.27	200	Republican	House
members_of_congress	MS11720923	145292853	garypeters	-0.6329895891220064	0.6661874320660706	2852	20923	-0.245	-0.186	100	Democrat	Senate
members_of_congress	MS11720923	236511574	sengarypeters	-0.6329895891220064	0.6661874320660706	2852	20923	-0.245	-0.186	100	Democrat	Senate
members_of_congress	MH11720920	14984637	chelliepingree	-0.6370021094451219	0.8816300137292944	1110	20920	-0.42	-0.395	100	Democrat	House
members_of_congress	MS11720919	1017500185356853248	senbillcassidy	0.9961485981892527	0.5413301344721093	1578	20919	0.456	-0.1	200	Republican	Senate
members_of_congress	MS11720919	55677432	billcassidy	0.9961485981892527	0.5413301344721093	1578	20919	0.456	-0.1	200	Republican	Senate
members_of_congress	MH11720916	1908143071	repguthrie	0.7090681333557783	2.4187864593419963	303	20916	0.42	0.272	200	Republican	House
members_of_congress	MH11720909	25086658	congbillposey	0.8427069464478919	1.9077023145784726	603	20909	0.521	-0.319	200	Republican	House
members_of_congress	MH11720907	31611298	jahimes	-0.7224183895638957	0.7835300668673896	3240	20907	-0.243	-0.236	100	Democrat	House
members_of_congress	MH11720903	50152441	repmcclintock	0.9331252020220236	1.0764054897657584	477	20903	0.717	-0.474	200	Republican	House
members_of_congress	MH11720902	1081240074946252801	repkirkpatrick	-0.5641511020174906	1.4318842160698166	228	20902	-0.165	-0.007	100	Democrat	House
members_of_congress	MH11720762	24913074	repspeier	-0.7485695146810724	0.7905623542146192	4808	20762	-0.38	-0.44	100	Democrat	House
members_of_congress	MH11720759	1209417007	stevescalise	1.66883074831032	-0.8648205376060644	5185	20759	0.56	0.156	200	Republican	House
members_of_congress	MH11720758	26051676	repgusbilirakis	0.6936545849123952	2.2703284668560477	704	20758	0.404	0.025	200	Republican	House
members_of_congress	MH11720757	199325935	repandrecarson	-0.4753133608173216	1.4150590999011032	1267	20757	-0.431	0.06	100	Democrat	House
members_of_congress	MH11720756	15356407	robwittman	0.5735940589780034	1.8492708720167257	747	20756	0.446	-0.016	200	Republican	House
members_of_congress	MH11720755	15394954	boblatta	0.7324512211048124	2.2860407079177794	874	20755	0.517	0.264	200	Republican	House
members_of_congress	MH11720750	1410590874	peterwelch	-0.7195616076844309	0.8259384124699009	1109	20750	-0.41	-0.351	100	Democrat	House
members_of_congress	MH11720749	1080509366	repbillfoster	-0.49232330216461684	1.7392501749696927	758	20749	-0.229	-0.225	100	Democrat	House
members_of_congress	MH11720748	162069635	repcohen	-0.6960985855347056	0.7986094436028864	2190	20748	-0.4	-0.35	100	Democrat	House
members_of_congress	MH11720738	18166778	jim_jordan	1.7587374396025937	-1.7207868210172523	20601	20738	0.719	-0.214	200	Republican	House
members_of_congress	MS11720735	899978622416695297	gillibrandny	-0.7908530699986726	-0.6133585618715416	33274	20735	-0.475	-0.421	100	Democrat	Senate
members_of_congress	MS11720735	72198806	sengillibrand	-0.7908530699986726	-0.6133585618715416	33274	20735	-0.475	-0.421	100	Democrat	Senate
members_of_congress	MH11720733	240812994	repyvetteclarke	-0.7307328382597396	0.941408728283055	2578	20733	-0.614	-0.211	100	Democrat	House
