""	"candidate_id"	"partyfull"	"name"	"STATE"	"TwitterA"	"TwitterB"	"TwitterA_id"	"TwitterB_id"
64	8639	"Republican"	"Donald Trump"	"MA"	"RealDonaldTrump"	""	""	""
65	8639	"Republican"	"Donald Trump"	"MD"	"RealDonaldTrump"	""	""	""
66	8639	"Republican"	"Donald Trump"	"ME"	"RealDonaldTrump"	""	""	""
67	8639	"Republican"	"Donald Trump"	"MI"	"RealDonaldTrump"	""	""	""
68	8639	"Republican"	"Donald Trump"	"MN"	"RealDonaldTrump"	""	""	""
69	8639	"Republican"	"Donald Trump"	"MO"	"RealDonaldTrump"	""	""	""
70	8639	"Republican"	"Donald Trump"	"MS"	"RealDonaldTrump"	""	""	""
71	8639	"Republican"	"Donald Trump"	"MT"	"RealDonaldTrump"	""	""	""
72	8639	"Republican"	"Donald Trump"	"NC"	"RealDonaldTrump"	""	""	""
73	8639	"Republican"	"Donald Trump"	"ND"	"RealDonaldTrump"	""	""	""
74	8639	"Republican"	"Donald Trump"	"NE"	"RealDonaldTrump"	""	""	""
75	8639	"Republican"	"Donald Trump"	"NH"	"RealDonaldTrump"	""	""	""
76	8639	"Republican"	"Donald Trump"	"NJ"	"RealDonaldTrump"	""	""	""
77	8639	"Republican"	"Donald Trump"	"NM"	"RealDonaldTrump"	""	""	""
78	8639	"Republican"	"Donald Trump"	"NV"	"RealDonaldTrump"	""	""	""
79	8639	"Republican"	"Donald Trump"	"NY"	"RealDonaldTrump"	""	""	""
80	8639	"Republican"	"Donald Trump"	"OH"	"RealDonaldTrump"	""	""	""
81	8639	"Republican"	"Donald Trump"	"OK"	"RealDonaldTrump"	""	""	""
82	8639	"Republican"	"Donald Trump"	"OE"	"RealDonaldTrump"	""	""	""
83	8639	"Republican"	"Donald Trump"	"PA"	"RealDonaldTrump"	""	""	""
84	8639	"Republican"	"Donald Trump"	"RI"	"RealDonaldTrump"	""	""	""
85	8639	"Republican"	"Donald Trump"	"SC"	"RealDonaldTrump"	""	""	""
86	8639	"Republican"	"Donald Trump"	"SD"	"RealDonaldTrump"	""	""	""
87	8639	"Republican"	"Donald Trump"	"TN"	"RealDonaldTrump"	""	""	""
88	8639	"Republican"	"Donald Trump"	"TX"	"RealDonaldTrump"	""	""	""
89	8639	"Republican"	"Donald Trump"	"UT"	"RealDonaldTrump"	""	""	""
90	8639	"Republican"	"Donald Trump"	"VA"	"RealDonaldTrump"	""	""	""
91	8639	"Republican"	"Donald Trump"	"VT"	"RealDonaldTrump"	""	""	""
92	8639	"Republican"	"Donald Trump"	"WA"	"RealDonaldTrump"	""	""	""
93	8639	"Republican"	"Donald Trump"	"WI"	"RealDonaldTrump"	""	""	""
94	8639	"Republican"	"Donald Trump"	"WV"	"RealDonaldTrump"	""	""	""
95	8639	"Republican"	"Donald Trump"	"WY"	"RealDonaldTrump"	""	""	""
96	64942	"Republican"	"Doug Burgum"	"ND"	"DougBurgum"	"DougForDakota"	"518700708"	"4755913398"
97	62270	"Republican"	"Doug Collins"	"GA"	"RepDougCollins"	""	"1060487274"	""
98	3610	"Democrat"	"Doug Jones"	"AL"	"DougJones"	""	"239548513"	""
99	69575	"Republican"	"Dustin Murphy"	"LA"	""	""	""	""
100	66830	"Republican"	"Dusty Johnson"	"SD"	"DustyJohnson"	"RepDustyJohnson"	"140529899"	"1074782372594413569"
101	59884	"Libertarian"	"DuWayne Hendrickson"	"ND"	"duwayneh57"	""	"23196175"	""
102	69476	"Democrat"	"Ed Tarver"	"GA"	"dtarverga"	""	""	""
