screen_name	user_id	politician
politichickam	450697476	0
politico	9300262	0
politics_pr	16711026	0
politicsnation	364423298	0
politicususa	14792049	0
politifact	8953122	0
politixfireball	342821167	0
politixgal	45641358	0
pourmecoffee	16906137	0
ppact	22162854	0
ppppolls	61220477	0
presidentdiary	174316096	0
presssec	113420831	0
prfekrdumbrella	209941571	0
progressivepush	19077091	0
propublica	14606079	0
proudpatriot	19286059	0
pryan	733751245	1
pudingtane	45450902	0
questlove	14939981	0
rainnwilson	19637934	0
randcorporation	22545453	0
randy_forbes	15160884	1
randyneugebauer	34340464	1
rasmussen_poll	19553409	0
rat_skates	125471278	0
raul_labrador	246341769	1
ravenvape	3041527840	0
rbreich	148529707	0
rcooley123	172867574	0
readyforhillary	3236446039	0
reaganworld	93241358	0
realbencarson	1180379185	0
realdonaldtrump	25073877	0
realjameswoods	78523300	0
realjtp	30865013	0
realronhoward	125481462	0
realstaceydash	63291287	0
recorwin	104874562	0
redalert	418991627	0
redeyefnc	182824991	0
redhourben	62290422	0
redstate	3135241	0
reince	20733972	0
rep_southerland	237781383	1
rep_stevewomack	234469322	1
repadamschiff	29501253	1
repadamsmith	58928690	1
repalannunnelee	240376522	1
repalgreen	156333623	1
repandrecarson	199325935	1
repannaeshoo	249348006	1
repanniekuster	1058717720	1
repannwagner	1051446626	1
repbarbaralee	248735463	1
repbecerra	133832049	1
repbenraylujan	19318314	1
repbillflores	237312687	1
repbilljohnson	211530910	1
repbillshuster	22527499	1
repbobbyscott	161791703	1
repbobgibbs	234822928	1
repbrady	148453195	1
repbrianhiggins	33576489	1
repchrisgibson	234937222	1
repchuck	235190657	1
repcleaver	163570705	1
repcohen	162069635	1
repcorrinebrown	292935209	1
repcorygardner	2982232408	1
repcuellar	210926192	1
repcummings	787373558	1
repdankildee	1045110018	1
repdavecamp	28176898	1
repdavid	229197216	1
repdavideprice	155669457	1
repdavidscott	168673083	1
repdennisross	33655490	1
repdianadegette	28599820	1
repdianeblack	110545675	1
repdonnaedwards	82649553	1
repdonyoung	37007274	1
repduckworth	1058520120	1
repebj	168502762	1
repedroyce	246769138	1
repeliotengel	164007407	1
reperikpaulsen	17513304	1
repfinchertn08	249219716	1
repfitzpatrick	237944147	1
repfleming	84620376	1
repfredupton	124224165	1
repgaramendi	88806753	1
repgarypeters	2982232534	1
repgenegreen	111635527	1
repgoodlatte	37920978	1
repgosar	240760644	1
repgregwalden	32010840	1
repgusbilirakis	26051676	1
repgutierrez	36948268	1
repgwenmoore	22669526	1
rephanabusa	235373000	1
rephankjohnson	24745957	1
rephartzler	237763317	1
rephensarling	18566912	1
rephuizenga	233949261	1
rephultgren	237814920	1
repjbridenstine	1092757885	1
repjeffdenham	248699486	1
repjeffduncan	240393970	1
repjerrynadler	40302336	1
repjimcooper	22523087	1
repjimmatheson	46016028	1
repjimmcdermott	132201224	1
repjimrenacci	236916916	1
repjoebarton	19929362	1
repjoecourtney	85396297	1
repjoecrowley	111635980	1
repjoeheck	222286905	1
repjoekennedy	1055907624	1
repjoepitts	198526130	1
repjohnbarrow	2982162291	1
repjohnconyers	138770045	1
repjohnkline	76350004	1
repjohnlarson	50452197	1
repjohnlewis	29450962	1
repjohnyarmuth	384913290	1
repjonrunyan	309267226	1
repjoseserrano	33563161	1
repjudychu	193732179	1
repjustinamash	3058189305	1
repkarenbass	239949176	1
repkaygranger	161743731	1
repkenmarchant	23976316	1
repkevinbrady	19926675	1
repkevinyoder	252819642	1
repkinzinger	219429281	1
repkristinoem	235251868	1
replankford	2982190139	1
replarrybucshon	234812598	1
replindasanchez	312134473	1
replloyddoggett	153944899	1
replobiondo	241207373	1
reploiscapps	292990703	1
reploubarletta	239871673	1
replouiegohmert	22055226	1
replynnjenkins	19658173	1
repmaloney	258900199	1
repmarciafudge	153486399	1
repmarktakano	1037321378	1
repmartharoby	224294785	1
repmcclintock	50152441	1
repmcgovern	242426145	1
repmckinley	240427862	1
repmeehan	248850174	1
repmgriffith	234057152	1
repmickmulvaney	240385577	1
repmikecoffman	19407835	1
repmikehonda	16583468	1
repmikemcintyre	3539455334	1
repmikemichaud	19918558	1
repmikepompeo	244268646	1
repmikequigley	56864092	1
repmikerogers	156703580	1
repmikerogersal	33977070	1
repmiketurner	51228911	1
repmobrooks	237299871	1
reppaulbrounmd	2982157083	1
reppaulryan	18916432	1
reppaultonko	84119348	1
repperlmutter	20552026	1
reppeteking	18277655	1
reppeterdefazio	252249233	1
repphilgingrey	32506723	1
repraulgrijalva	28602948	1
repreneeellmers	213634439	1
repribble	234053893	1
reprichardhanna	236899846	1
reprichmond	267854863	1
reprickcrawford	233693291	1
reproberthurt	234837632	1
repronkind	112740986	1
repsamfarr	158398519	1
repsandylevin	25781141	1
repschrader	20545793	1
repscottrigell	221793778	1
repseanduffy	234022257	1
repshelley	2982192437	1
repshimkus	15600527	1
repsinema	1080844782	1
repsires	18696134	1
repspeier	24913074	1
repstevechabot	237750442	1
repsteveisrael	20002401	1
repstevepearce	235271965	1
repstevestivers	211420609	1
repteddeutch	137794015	1
repterrisewell	381152398	1
repthomasmassie	975200486	1
reptimgriffin	2982231454	1
reptimmurphy	117777832	1
reptimryan	13491312	1
reptipton	242873057	1
reptoddyoung	234128524	1
reptomgraves	190328374	1
reptommarino	240363117	1
reptomprice	6577802	1
reptomreed	252819323	1
reptrentfranks	24773493	1
repwalberg	237862972	1
repwalterjones	26778110	1
repwestmoreland	137407124	1
repwilson	234014087	1
resisttyranny	58708159	0
restorehistory	1669492729	0
reuters	1652541	0
rev_gordon	195092201	0
richardengel	47438401	0
richardwolffedc	56700964	0
ricksantorum	58379000	0
rickygervais	20015311	0
rightwingangel	415836996	0
rightwingart	554335063	0
rightwingertoo	22099720	0
robdelaney	22084427	0
robert_aderholt	76452765	0
robportman	2612307559	1
robwittman	15356407	1
rockprincess818	715044396	0
rolandsmartin	16116288	0
rollingstone	14780915	0
ronanfarrow	340613443	0
ronc99	259094582	0
ronpaul	287413569	0
ronwyden	250188760	1
rosadelauro	140519774	1
rosie	25203361	0
roslehtinen	14275291	1
royblunt	21269970	1
ruach321	373703200	0
rumsfeldoffice	193785644	0
rushholt	111379452	1
rushlimbaugh	342887079	0
rustyrockets	19562228	0
rwhitmmx	50094643	0
rwsurfergirl	112874216	0
salon	16955991	0
samseder	15473574	0
samsteinhp	15463671	0
samuelljackson	75974281	0
sandrafluke	494583213	0
sanfordbishop	249410485	0
sarahksilverman	30364057	0
sarahpalinusa	65493023	0
saramarietweets	18124830	0
saxbychambliss	538185166	1
saynotogop	849169945	0
schwarzenegger	12044602	0
scleghorn2	605762052	0
scottwalker	33750798	0
scotusblog	16228479	0
scrowder	19091173	0
sealofhonor	291941733	0
seanhannity	41634520	0
secupp	19268706	0
seiu	14695985	0
sen_joemanchin	234374703	1
senalexander	76649729	1
senangusking	1068481578	1
senate_gops	14344823	0
senatedems	73238146	0
senatorbaldwin	1074518754	1
senatorbarb	132278386	1
senatorbegich	83901492	1
senatorboxer	15442036	1
senatorburr	21157904	1
senatorcardin	109071031	1
senatorcarper	249787913	1
senatorcollins	19726613	1
senatordurbin	247334603	1
senatorenzi	291756142	1
senatorfischer	1071402577	1
senatorhagan	2990240959	1
senatorharkin	115733549	1
senatorheitkamp	1061029050	1
senatorisakson	78403308	1
senatorkirk	211588974	1
senatorleahy	242836537	1
senatormenendez	18695134	1
senatorreid	16789970	1
senatorrisch	1096059529	1
senatorsessions	47975734	1
senatorshaheen	109287731	1
senatortimscott	217543151	1
senatortomudall	60828944	1
senatorwicker	264219447	1
senbennetco	224285242	1
senbillnelson	20597460	1
senblumenthal	278124059	1
senbobcasey	171598736	1
senbobcorker	73303753	1
sencarllevin	93761782	1
sendancoats	212262370	1
sendeanheller	266133081	1
sendonnelly	216503958	1
senfeinstein	476256944	1
sengillibrand	72198806	1
senjackreed	486694111	1
senjeffmerkley	29201047	1
senjohnbarrasso	202206694	1
senjohnhoeven	382791093	1
senjohnmccain	19394188	1
senjohnsonsd	244243985	1
senjohnthune	296361085	1
senlandrieu	413466731	1
senmarkpryor	2982190553	1
senmikelee	88784440	1
senorrinhatch	262756641	1
senpatroberts	75364211	1
senronjohnson	233737858	1
sensanders	29442313	1
senschumer	17494010	1
senshelby	21111098	1
sensherrodbrown	43910797	1
sentedcruz	1074480192	1
senthadcochran	555474658	1
sentoomey	221162525	1
senwarren	970207298	1
senwhitehouse	242555999	1
sethmacfarlane	18948541	0
sethmeyers	44039298	0
sexyliberal	2902953095	0
shannonbream	18983793	0
sharylattkisson	203226736	0
sinoradio	54229868	0
sirpatstew	602317143	0
sistertoldjah	16377693	0
slate	15164565	0
sljohnst	23330730	0
smithsonian	14199378	0
smlbound	50057841	0
smshow	80944550	0
soldierjohn	109192303	0
soledadobrien	26548315	0
soopermexican	5781452	0
soshajustis	76057201	0
southerntalker	22873947	0
speakerboehner	7713202	0
spreadbutter	26643566	0
srjones66	63013144	0
stabenow	20113797	0
statedept	9624742	0
stefcutter	114547989	0
stephenathome	16303106	0
stephenfhayes	69773058	0
stephenfry	15439395	0
stephenkruiser	12144232	0
stephenstephan	42091611	0
stevecarell	500042487	0
stevekingia	48117116	0
stevekornacki	44134773	0
stevemartintogo	14824849	0
steveworks4you	1059240924	1
stonewall_77	885733974	0
sullydish	331816614	0
sunbeltgirl	356199275	0
talkmaster	16725276	0
tamij	16259228	0
tamronhall	21228708	0
tavissmiley	10886522	0
tayloregly	60784269	0
teamcavuto	223970563	0
teapartycat	27754737	0
teapartyexpress	16366471	0
teapartynevada	44135635	0
tedcruz	23022687	1
tednugent	17879692	0
tedtalks	15492359	0
tehachapihomes	360080281	0
terri_georgia	49021031	0
texyellowdogdem	868856461	0
tgowdysc	237348797	1
theatlantic	35773039	0
theblaze	10774652	0
thebubblebubble	320524842	0
thedailybeast	16012783	0
thedailyedge	179732982	0
thedailyshow	158414847	0
thedavidmcguire	403171779	0
thedemocrats	14377605	0
theeconomist	5988062	0
theellenshow	15846407	0
thefix	14412533	0
theflacracker	27783848	0
thehermancain	28587919	0
thelastword	182503471	0
thenation	1947301	0
thenewdeal	78569026	0
theobamadiary	325340909	0
theonion	14075928	0
theoutergalaxys	314260116	0
theplumlinegs	20508720	0
thereval	42389136	0
theroot	23995748	0
thescienceguy	3028904482	0
theteaparty_net	218027755	0
thetoady	263471041	0
thetweetofgod	204832963	0
theyoungturks	14957147	0
thinkprogress	55355654	0
thom_hartmann	21414576	0
thomas_more_law	258527170	0
thomasjwhitmore	18653708	0
thomassowell	57338175	0
timbishopny	153919023	0
time	14293310	0
timenout	54769979	0
timpawlenty	23134068	0
timtebow	166270127	0
tjholthaus	28162811	0
tjurman	24099461	0
tkinder	9376622	0
tmckeaigg	257801122	0
todayshow	7744592	0
toddrokita	17544524	0
toddstarnes	15515169	0
tomcoburn	18216752	1
tomcoleok04	23124635	1
tomhall	14993272	0
tomhanks	50374439	0
tomlatham	10102032	1
tomrooney	23970171	1
toure	18766459	0
townhallcom	28614262	0
tpm	14717197	0
tppatriots	86177206	0
tracyachambers	915594294	0
trendingblue	242288569	0
treyradel	17198100	1
trscoop	18208120	0
truckingrich	297769932	0
truckshorsesdog	62815642	0
trunewsradio	129019194	0
truthfulorator	1594679162	0
truthout	19605981	0
ts_fitzgerald	993951462	0
tuckercarlson	22703645	0
twitchyteam	469194846	0
txfairtaxer	324602503	0
txrightwing	707305604	0
un	14159148	0
unclerush	25110374	0
under_dogma	188848758	0
unicef	33933259	0
uniteblue	360285166	0
uniteright	3146202265	0
